chip_stem,region,sza_bin,ic_frac,n_polys_prod,n_polys_le_1px,n_polys_le_2px,n_polys_prod_kept,area_m2_prod_kept,n_polys_open,n_polys_open_kept,area_m2_open_kept
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c3072,KQ,sza_70_75,0.00152587890625,1,0,0,1,10000.0,1,1,9900.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c3328,KQ,sza_70_75,0.0078582763671875,5,1,2,5,51500.0,2,2,50200.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c3584,KQ,sza_70_75,1.52587890625e-05,1,1,1,1,100.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c3840,KQ,sza_70_75,0.00457763671875,1,0,0,1,30000.0,1,1,28900.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c4096,KQ,sza_70_75,0.0060882568359375,7,2,2,7,39900.0,4,4,32600.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c4352,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c4608,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c4864,KQ,sza_70_75,1.52587890625e-05,1,1,1,1,100.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c5120,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c5376,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c5632,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c5888,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c6144,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c6400,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c6656,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c6912,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c7168,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c7424,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c7680,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c7936,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c8192,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c8448,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c8704,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c8960,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c9216,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c9472,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c9728,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c9984,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c0000,KQ,sza_70_75,0.000274658203125,1,0,0,1,1800.0,1,1,1400.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c0256,KQ,sza_70_75,0.0001373291015625,1,0,0,1,900.0,1,1,800.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c0512,KQ,sza_70_75,0.0003509521484375,2,0,0,2,2300.0,1,1,1700.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c0768,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c1024,KQ,sza_70_75,0.00067138671875,3,0,0,3,4400.0,1,1,3500.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c10240,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c10496,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c1280,KQ,sza_70_75,0.0001220703125,2,0,1,2,800.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c1536,KQ,sza_70_75,0.01507568359375,7,2,4,7,98800.0,3,3,96900.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c1792,KQ,sza_70_75,0.011016845703125,10,0,1,10,72200.0,9,9,68400.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c2048,KQ,sza_70_75,0.0016937255859375,10,0,3,10,11100.0,5,5,8500.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c2304,KQ,sza_70_75,0.0004119873046875,3,2,2,3,2700.0,1,1,2400.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c2560,KQ,sza_70_75,0.000732421875,9,3,3,9,4800.0,2,2,2300.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c2816,KQ,sza_70_75,0.0003662109375,1,0,0,1,2400.0,1,1,2200.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c3072,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c3328,KQ,sza_70_75,4.57763671875e-05,2,1,2,2,300.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c3584,KQ,sza_70_75,0.009552001953125,4,0,1,4,62600.0,3,3,60500.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c3840,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c4096,KQ,sza_70_75,1.52587890625e-05,1,1,1,1,100.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c4352,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c4608,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c4864,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c5120,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c5376,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c5632,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c5888,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c6144,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c6400,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c6656,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c6912,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c7168,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c7424,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c7680,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c7936,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c8192,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c8448,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c8704,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c8960,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c9216,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c9472,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c9728,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c9984,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c0000,KQ,sza_70_75,0.009124755859375,32,10,15,32,59800.0,11,11,50700.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c0256,KQ,sza_70_75,0.009033203125,9,1,1,9,59200.0,9,9,55600.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c0512,KQ,sza_70_75,0.0008087158203125,6,1,3,6,5300.0,3,3,4300.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c0768,KQ,sza_70_75,0.001190185546875,2,0,0,2,7800.0,2,2,7400.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c1024,KQ,sza_70_75,0.0009918212890625,7,2,2,7,6500.0,4,4,4600.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c10240,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c10496,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c1280,KQ,sza_70_75,9.1552734375e-05,3,2,2,3,600.0,1,1,400.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c1536,KQ,sza_70_75,0.015594482421875,21,5,10,21,102200.0,9,9,94300.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c1792,KQ,sza_70_75,0.01068115234375,18,7,10,18,70000.0,5,5,66300.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c2048,KQ,sza_70_75,0.012481689453125,14,2,2,14,81800.0,8,8,74900.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c2304,KQ,sza_70_75,0.0067596435546875,15,2,3,15,44300.0,11,11,36400.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c2560,KQ,sza_70_75,0.0020904541015625,21,4,10,21,13700.0,5,5,6500.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c2816,KQ,sza_70_75,0.0033416748046875,7,0,1,7,21900.0,6,6,19400.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c3072,KQ,sza_70_75,3.0517578125e-05,1,0,1,1,200.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c3328,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c3584,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c3840,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c4096,KQ,sza_70_75,0.00506591796875,8,5,6,8,33200.0,2,2,31300.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c4352,KQ,sza_70_75,0.0002593994140625,1,0,0,1,1700.0,1,1,1300.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c4608,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c4864,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c5120,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c5376,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c5632,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c5888,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c6144,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c6400,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c6656,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c6912,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c7168,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c7424,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c7680,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c7936,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c8192,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c8448,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c8704,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c8960,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c9216,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c9472,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c9728,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c9984,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c0000,KQ,sza_70_75,0.0035400390625,2,0,0,2,23200.0,2,2,22600.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c0256,KQ,sza_70_75,0.006103515625,7,0,1,7,40000.0,7,7,37000.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c0512,KQ,sza_70_75,0.0012359619140625,5,1,2,5,8100.0,3,3,6800.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c0768,KQ,sza_70_75,4.57763671875e-05,2,1,2,2,300.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c1024,KQ,sza_70_75,0.0042572021484375,5,2,4,5,27900.0,1,1,26700.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c10240,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c10496,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c1280,KQ,sza_70_75,0.002593994140625,13,9,10,13,17000.0,3,3,14200.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c1536,KQ,sza_70_75,0.010955810546875,13,2,3,13,71800.0,9,9,66100.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c1792,KQ,sza_70_75,0.0037078857421875,15,1,2,15,24300.0,8,8,18300.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c2048,KQ,sza_70_75,0.0106964111328125,8,1,3,8,70100.0,5,5,67500.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c2304,KQ,sza_70_75,0.001129150390625,7,0,0,7,7400.0,3,3,5100.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c2560,KQ,sza_70_75,0.0031280517578125,13,2,2,13,20500.0,9,9,17100.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c2816,KQ,sza_70_75,0.0025482177734375,7,0,2,7,16700.0,4,4,13800.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c3072,KQ,sza_70_75,0.00152587890625,1,0,0,1,10000.0,1,1,9900.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c3328,KQ,sza_70_75,0.00787353515625,5,1,2,5,51600.0,2,2,50300.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c3584,KQ,sza_70_75,1.52587890625e-05,1,1,1,1,100.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c3840,KQ,sza_70_75,0.00457763671875,1,0,0,1,30000.0,1,1,28900.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c4096,KQ,sza_70_75,0.0060882568359375,7,2,2,7,39900.0,4,4,32600.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c4352,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c4608,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c4864,KQ,sza_70_75,9.1552734375e-05,2,1,1,2,600.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c5120,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c5376,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c5632,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c5888,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c6144,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c6400,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c6656,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c6912,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c7168,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c7424,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c7680,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c7936,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c8192,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c8448,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c8704,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c8960,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c9216,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c9472,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c9728,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c9984,KQ,sza_70_75,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r1280_c3072,KQ,sza_70_75,0.0958709716796875,285,84,132,285,628300.0,77,77,550700.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r1536_c3072,KQ,sza_70_75,0.108734130859375,483,131,212,483,712600.0,137,137,574200.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r1792_c3328,KQ,sza_70_75,0.0565948486328125,259,71,116,259,370900.0,71,71,295200.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r2048_c3328,KQ,sza_70_75,0.0408477783203125,253,67,111,253,267700.0,66,66,198900.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r2304_c3328,KQ,sza_70_75,0.024261474609375,151,43,65,151,159000.0,42,42,117200.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r2304_c3584,KQ,sza_70_75,0.1296844482421875,234,57,97,234,849900.0,65,65,771400.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r2560_c3328,KQ,sza_70_75,0.11566162109375,344,83,147,344,758000.0,110,110,659000.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r2560_c3584,KQ,sza_70_75,0.0374298095703125,296,79,123,296,245300.0,71,71,162600.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r2816_c3584,KQ,sza_70_75,0.09222412109375,328,97,163,328,604400.0,82,82,510400.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r2816_c4352,KQ,sza_70_75,0.1279144287109375,486,122,193,486,838300.0,198,198,692400.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r3072_c3584,KQ,sza_70_75,0.0141448974609375,105,32,42,105,92700.0,37,37,60100.0
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r3072_c3840,KQ,sza_70_75,0.0263214111328125,154,40,62,154,172500.0,52,52,136100.0
