chip_stem,reason,ic_frac,otsu_thresh
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r6656_c5632,ic_block_filter,0.2462,0.4551
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r7424_c4864,ic_block_filter,0.1572,0.4434
S2B_MSIL1C_20181003T141019_N0500_R053_T25WDR_20230619T164213_r9216_c10496,ic_block_filter,0.2340,0.4473
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r4608_c6912,ic_block_filter,0.1944,0.4434
