chip_stem,sza_bin,radius_px,n_recovered,total_recovered_m2,max_area_m2,median_area_m2,has_base_mask
S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238_r6144_c9984,sza_gt75,10,3,7400.0,3300.0,2500.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238_r6144_c9984,sza_gt75,15,3,7500.0,3400.0,2500.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238_r6144_c9984,sza_gt75,20,3,7500.0,3400.0,2500.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238_r9472_c9984,sza_gt75,5,12,26000.0,3300.0,2050.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238_r9472_c9984,sza_gt75,10,25,57600.0,4500.0,1900.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238_r9472_c9984,sza_gt75,15,28,67300.0,4800.0,2000.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238_r9472_c9984,sza_gt75,20,34,81400.0,5200.0,1950.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r10496_c5120,sza_gt75,5,1,2300.0,2300.0,2300.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r10496_c5120,sza_gt75,10,1,2500.0,2500.0,2500.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r10496_c5120,sza_gt75,15,1,2800.0,2800.0,2800.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r10496_c5120,sza_gt75,20,1,2800.0,2800.0,2800.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r6400_c0000,sza_gt75,5,1,2800.0,2800.0,2800.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r6400_c0000,sza_gt75,10,2,5400.0,3800.0,2700.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r6400_c0000,sza_gt75,15,3,7300.0,4000.0,1700.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r6400_c0000,sza_gt75,20,3,7600.0,4000.0,1900.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r8448_c0768,sza_gt75,5,4,14500.0,6000.0,3000.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r8448_c0768,sza_gt75,10,4,18300.0,8900.0,3350.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r8448_c0768,sza_gt75,15,4,19600.0,9700.0,3600.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r8448_c0768,sza_gt75,20,4,20700.0,10200.0,3700.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r9472_c1792,sza_gt75,5,6,15700.0,6600.0,1900.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r9472_c1792,sza_gt75,10,6,17600.0,7600.0,2150.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r9472_c1792,sza_gt75,15,7,21100.0,8400.0,2300.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r9472_c1792,sza_gt75,20,7,21400.0,8500.0,2300.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r0768_c4096,sza_gt75,5,38,109800.0,11200.0,2200.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r0768_c4096,sza_gt75,10,45,144800.0,12800.0,2400.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r0768_c4096,sza_gt75,15,45,175100.0,19000.0,2600.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r0768_c4096,sza_gt75,20,46,180800.0,19500.0,2550.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r2560_c4352,sza_gt75,5,0,0.0,0.0,0.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r2560_c4352,sza_gt75,10,0,0.0,0.0,0.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r2560_c4352,sza_gt75,15,0,0.0,0.0,0.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r2560_c4352,sza_gt75,20,0,0.0,0.0,0.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r2816_c4352,sza_gt75,5,2,4500.0,2300.0,2250.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r2816_c4352,sza_gt75,10,2,4500.0,2300.0,2250.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r2816_c4352,sza_gt75,15,2,4600.0,2400.0,2300.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r2816_c4352,sza_gt75,20,2,4600.0,2400.0,2300.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r3584_c2304,sza_gt75,5,1,1800.0,1800.0,1800.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r3584_c2304,sza_gt75,10,1,1800.0,1800.0,1800.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r3584_c2304,sza_gt75,15,1,1800.0,1800.0,1800.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r3584_c2304,sza_gt75,20,1,1800.0,1800.0,1800.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r7936_c2048,sza_gt75,5,0,0.0,0.0,0.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r7936_c2048,sza_gt75,10,0,0.0,0.0,0.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r7936_c2048,sza_gt75,15,0,0.0,0.0,0.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r7936_c2048,sza_gt75,20,0,0.0,0.0,0.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r4096_c4096,sza_gt75,5,3,211100.0,205000.0,4400.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r4096_c4096,sza_gt75,10,6,253300.0,239200.0,3150.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r4096_c4096,sza_gt75,15,7,288100.0,251600.0,8400.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r4096_c4096,sza_gt75,20,7,308300.0,264400.0,8400.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r4352_c5888,sza_gt75,5,152,818800.0,75600.0,3300.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r4352_c5888,sza_gt75,10,139,1254800.0,257300.0,3800.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r4352_c5888,sza_gt75,15,124,1414700.0,288500.0,3850.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r4352_c5888,sza_gt75,20,121,1508400.0,318400.0,3800.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5376_c6400,sza_gt75,5,52,163700.0,10200.0,2250.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5376_c6400,sza_gt75,10,57,192300.0,30800.0,2300.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5376_c6400,sza_gt75,15,61,205000.0,31300.0,2300.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5376_c6400,sza_gt75,20,64,214300.0,31800.0,2300.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5632_c4608,sza_gt75,5,33,497700.0,173900.0,3800.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5632_c4608,sza_gt75,10,37,612200.0,310100.0,3400.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5632_c4608,sza_gt75,15,49,703800.0,322100.0,3100.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5632_c4608,sza_gt75,20,46,817100.0,361600.0,3600.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5888_c5632,sza_gt75,5,42,101900.0,4800.0,2100.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5888_c5632,sza_gt75,10,47,132500.0,7100.0,2200.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5888_c5632,sza_gt75,15,54,154100.0,10200.0,2250.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5888_c5632,sza_gt75,20,60,171000.0,12200.0,2200.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r6912_c5376,sza_gt75,5,98,317700.0,34300.0,2300.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r6912_c5376,sza_gt75,10,105,414400.0,55300.0,2300.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r6912_c5376,sza_gt75,15,109,509500.0,70100.0,2200.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r6912_c5376,sza_gt75,20,110,524900.0,72400.0,2200.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r8704_c2560,sza_gt75,5,11,514000.0,380500.0,3600.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r8704_c2560,sza_gt75,10,12,640500.0,466000.0,4050.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r8704_c2560,sza_gt75,15,10,720000.0,529600.0,9150.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r8704_c2560,sza_gt75,20,11,789900.0,568900.0,7600.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WVT_20230318T171809_r5120_c9984,sza_gt75,5,0,0.0,0.0,0.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WVT_20230318T171809_r5120_c9984,sza_gt75,10,0,0.0,0.0,0.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WVT_20230318T171809_r5120_c9984,sza_gt75,15,0,0.0,0.0,0.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WVT_20230318T171809_r5120_c9984,sza_gt75,20,0,0.0,0.0,0.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r3584_c0256,sza_gt75,5,29,121300.0,11400.0,3500.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r3584_c0256,sza_gt75,10,29,138800.0,12400.0,3900.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r3584_c0256,sza_gt75,15,31,150200.0,12800.0,3600.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r3584_c0256,sza_gt75,20,30,162300.0,21700.0,3800.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r4096_c0256,sza_gt75,5,55,432500.0,78700.0,3000.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r4096_c0256,sza_gt75,10,59,613800.0,119900.0,2800.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r4096_c0256,sza_gt75,15,64,694500.0,145800.0,2900.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r4096_c0256,sza_gt75,20,60,726600.0,248200.0,2800.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c5120,sza_gt75,5,117,551500.0,34800.0,3100.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c5120,sza_gt75,10,103,746000.0,76100.0,3200.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c5120,sza_gt75,15,96,833100.0,154600.0,3150.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c5120,sza_gt75,20,96,867600.0,165900.0,3300.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c5632,sza_gt75,5,144,1275400.0,130600.0,3700.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c5632,sza_gt75,10,109,1738800.0,802300.0,4500.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c5632,sza_gt75,15,103,1930100.0,1020700.0,4500.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c5632,sza_gt75,20,94,2045300.0,1128700.0,4800.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r7168_c5120,sza_gt75,5,134,1189900.0,104200.0,3700.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r7168_c5120,sza_gt75,10,97,1585400.0,348000.0,3800.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r7168_c5120,sza_gt75,15,93,1702700.0,361500.0,3500.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r7168_c5120,sza_gt75,20,86,1770700.0,424800.0,3500.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r4096_c4096,sza_gt75,5,4,361200.0,314600.0,22400.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r4096_c4096,sza_gt75,10,2,418700.0,416900.0,209350.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r4096_c4096,sza_gt75,15,4,445800.0,438500.0,2750.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r4096_c4096,sza_gt75,20,7,466900.0,451200.0,2900.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r5888_c6144,sza_gt75,5,20,105200.0,32400.0,2700.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r5888_c6144,sza_gt75,10,18,169200.0,65300.0,4500.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r5888_c6144,sza_gt75,15,24,210600.0,74100.0,2650.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r5888_c6144,sza_gt75,20,22,223300.0,81000.0,2700.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r6400_c5120,sza_gt75,5,84,569400.0,41900.0,3350.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r6400_c5120,sza_gt75,10,77,689900.0,73000.0,3500.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r6400_c5120,sza_gt75,15,75,718600.0,86800.0,3200.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r6400_c5120,sza_gt75,20,76,735700.0,89700.0,3250.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r6656_c4864,sza_gt75,5,18,63300.0,15800.0,2550.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r6656_c4864,sza_gt75,10,17,72900.0,25700.0,2500.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r6656_c4864,sza_gt75,15,19,78000.0,26100.0,2500.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r6656_c4864,sza_gt75,20,21,83200.0,26900.0,2200.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r7168_c4864,sza_gt75,5,22,368800.0,126700.0,2450.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r7168_c4864,sza_gt75,10,21,484900.0,194100.0,2500.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r7168_c4864,sza_gt75,15,22,530900.0,204500.0,2400.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r7168_c4864,sza_gt75,20,22,588500.0,212300.0,2450.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r8704_c2816,sza_gt75,5,5,568700.0,548100.0,3200.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r8704_c2816,sza_gt75,10,2,674300.0,671000.0,337150.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r8704_c2816,sza_gt75,15,2,729000.0,725400.0,364500.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r8704_c2816,sza_gt75,20,1,752400.0,752400.0,752400.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r9216_c4096,sza_gt75,5,31,1021200.0,374000.0,6300.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r9216_c4096,sza_gt75,10,24,1338400.0,555200.0,5200.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r9216_c4096,sza_gt75,15,19,1521500.0,835700.0,4700.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r9216_c4096,sza_gt75,20,21,1716800.0,998000.0,3700.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r2560_c2560,sza_gt75,5,28,148500.0,27500.0,3200.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r2560_c2560,sza_gt75,10,24,411200.0,154900.0,3550.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r2560_c2560,sza_gt75,15,20,570100.0,253600.0,3400.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r2560_c2560,sza_gt75,20,19,627800.0,352600.0,4000.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r3072_c1536,sza_gt75,5,3,22500.0,18600.0,2300.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r3072_c1536,sza_gt75,10,5,35200.0,23000.0,3900.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r3072_c1536,sza_gt75,15,5,38000.0,23100.0,4100.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r3072_c1536,sza_gt75,20,5,38600.0,23200.0,4300.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5376_c0768,sza_gt75,5,0,0.0,0.0,0.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5376_c0768,sza_gt75,10,0,0.0,0.0,0.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5376_c0768,sza_gt75,15,0,0.0,0.0,0.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5376_c0768,sza_gt75,20,0,0.0,0.0,0.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5632_c0512,sza_gt75,5,0,0.0,0.0,0.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5632_c0512,sza_gt75,10,2,4900.0,3100.0,2450.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5632_c0512,sza_gt75,15,2,4900.0,3100.0,2450.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5632_c0512,sza_gt75,20,2,5000.0,3200.0,2500.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5632_c1536,sza_gt75,5,0,0.0,0.0,0.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5632_c1536,sza_gt75,10,0,0.0,0.0,0.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5632_c1536,sza_gt75,15,0,0.0,0.0,0.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5632_c1536,sza_gt75,20,0,0.0,0.0,0.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321_r6656_c5376,sza_gt75,5,86,243300.0,9200.0,2300.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321_r6656_c5376,sza_gt75,10,127,629400.0,37300.0,2800.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321_r6656_c5376,sza_gt75,15,132,892800.0,58100.0,3400.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321_r6656_c5376,sza_gt75,20,125,1050400.0,73000.0,3400.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r4096_c10240,sza_gt75,5,0,0.0,0.0,0.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r4096_c10240,sza_gt75,10,0,0.0,0.0,0.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r4096_c10240,sza_gt75,15,0,0.0,0.0,0.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r4096_c10240,sza_gt75,20,0,0.0,0.0,0.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r4096_c9472,sza_gt75,5,6,28000.0,13500.0,3200.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r4096_c9472,sza_gt75,10,9,109100.0,48700.0,3900.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r4096_c9472,sza_gt75,15,9,175800.0,80500.0,5100.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r4096_c9472,sza_gt75,20,9,213000.0,107300.0,5300.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r6656_c7424,sza_gt75,5,2,11200.0,9000.0,5600.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r6656_c7424,sza_gt75,10,2,21600.0,17000.0,10800.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r6656_c7424,sza_gt75,15,2,38100.0,31900.0,19050.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r6656_c7424,sza_gt75,20,2,41400.0,35000.0,20700.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r6912_c8704,sza_gt75,5,0,0.0,0.0,0.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r6912_c8704,sza_gt75,10,0,0.0,0.0,0.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r6912_c8704,sza_gt75,15,0,0.0,0.0,0.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r6912_c8704,sza_gt75,20,0,0.0,0.0,0.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WXT_20230617T110018_r5120_c0768,sza_gt75,5,0,0.0,0.0,0.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WXT_20230617T110018_r5120_c0768,sza_gt75,10,1,6700.0,6700.0,6700.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WXT_20230617T110018_r5120_c0768,sza_gt75,15,2,15800.0,13500.0,7900.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WXT_20230617T110018_r5120_c0768,sza_gt75,20,2,21000.0,19300.0,10500.0,True
S2B_MSIL1C_20191001T142009_N0500_R096_T24WWU_20230612T151249_r7936_c4864,sza_gt75,5,133,360200.0,11500.0,2300.0,True
S2B_MSIL1C_20191001T142009_N0500_R096_T24WWU_20230612T151249_r7936_c4864,sza_gt75,10,188,953900.0,63100.0,3150.0,True
S2B_MSIL1C_20191001T142009_N0500_R096_T24WWU_20230612T151249_r7936_c4864,sza_gt75,15,181,1298300.0,179800.0,3300.0,True
S2B_MSIL1C_20191001T142009_N0500_R096_T24WWU_20230612T151249_r7936_c4864,sza_gt75,20,178,1646900.0,289600.0,3550.0,True
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r3328_c4096,sza_gt75,5,15,1614700.0,760700.0,2300.0,True
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r3328_c4096,sza_gt75,10,11,1917000.0,991100.0,2400.0,True
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r3328_c4096,sza_gt75,15,11,2032400.0,2003200.0,2500.0,True
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r3328_c4096,sza_gt75,20,12,2074500.0,2043200.0,2500.0,True
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r5120_c4096,sza_gt75,5,28,368400.0,128500.0,4200.0,True
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r5120_c4096,sza_gt75,10,20,498600.0,159100.0,5150.0,True
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r5120_c4096,sza_gt75,15,19,529100.0,167100.0,4800.0,True
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r5120_c4096,sza_gt75,20,19,539400.0,169900.0,5200.0,True
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r8448_c2048,sza_gt75,5,16,46700.0,5800.0,2300.0,True
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r8448_c2048,sza_gt75,10,25,145500.0,36800.0,3300.0,True
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r8448_c2048,sza_gt75,15,25,262000.0,79500.0,3400.0,True
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r8448_c2048,sza_gt75,20,24,317500.0,120600.0,3300.0,True
S2B_MSIL1C_20201104T142359_N0500_R096_T24WWU_20230318T134630_r8704_c4096,sza_gt75,5,52,938200.0,349300.0,3350.0,True
S2B_MSIL1C_20201104T142359_N0500_R096_T24WWU_20230318T134630_r8704_c4096,sza_gt75,10,31,1264800.0,859000.0,4100.0,True
S2B_MSIL1C_20201104T142359_N0500_R096_T24WWU_20230318T134630_r8704_c4096,sza_gt75,15,32,1394900.0,922900.0,3700.0,True
S2B_MSIL1C_20201104T142359_N0500_R096_T24WWU_20230318T134630_r8704_c4096,sza_gt75,20,30,1424300.0,936200.0,3700.0,True
S2B_MSIL1C_20201104T142359_N0500_R096_T24WWU_20230318T134630_r8960_c3072,sza_gt75,5,68,2412800.0,1722700.0,2900.0,True
S2B_MSIL1C_20201104T142359_N0500_R096_T24WWU_20230318T134630_r8960_c3072,sza_gt75,10,13,4291800.0,4203600.0,4600.0,True
