chip_stem,source,sza_bin,scene_stem,block_ic,pass_ic,note
fisser_0316,fisser,sza_lt65,S2A_MSIL1C_20190705T141011_N0500_R053_T24WWU_20230603T191421,,,no_safe_file
fisser_0362,fisser,sza_lt65,S2A_MSIL1C_20190705T141011_N0500_R053_T24WWU_20230603T191421,,,no_safe_file
fisser_0366,fisser,sza_lt65,S2A_MSIL1C_20190705T141011_N0500_R053_T24WWU_20230603T191421,,,no_safe_file
fisser_0049,fisser,sza_lt65,S2A_MSIL1C_20190709T152911_N0500_R111_T22WDB_20230603T230701,,,no_safe_file
fisser_0077,fisser,sza_lt65,S2A_MSIL1C_20190709T152911_N0500_R111_T22WDB_20230603T230701,,,no_safe_file
fisser_0125,fisser,sza_lt65,S2A_MSIL1C_20190709T152911_N0500_R111_T22WDB_20230603T230701,,,no_safe_file
fisser_0185,fisser,sza_lt65,S2A_MSIL1C_20190709T152911_N0500_R111_T22WDB_20230603T230701,,,no_safe_file
fisser_0186,fisser,sza_lt65,S2A_MSIL1C_20190709T152911_N0500_R111_T22WDB_20230603T230701,,,no_safe_file
fisser_0052,fisser,sza_lt65,S2A_MSIL1C_20190716T151911_N0500_R068_T22WDC_20230604T070424,,,no_safe_file
fisser_0088,fisser,sza_lt65,S2A_MSIL1C_20190716T151911_N0500_R068_T22WDC_20230604T070424,,,no_safe_file
fisser_0214,fisser,sza_lt65,S2A_MSIL1C_20190801T140021_N0500_R010_T25WES_20230501T224345,,,no_safe_file
fisser_0002,fisser,sza_lt65,S2A_MSIL1C_20190817T141951_N0500_R096_T24WWU_20230503T120828,,,no_safe_file
fisser_0281,fisser,sza_lt65,S2A_MSIL1C_20190817T141951_N0500_R096_T24WWU_20230503T120828,,,no_safe_file
fisser_0273,fisser,sza_lt65,S2A_MSIL1C_20190903T141011_N0500_R053_T24WWT_20230501T094031,,,no_safe_file
fisser_0037,fisser,sza_lt65,S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031,,,no_safe_file
fisser_0038,fisser,sza_lt65,S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031,,,no_safe_file
fisser_0047,fisser,sza_lt65,S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031,,,no_safe_file
fisser_0060,fisser,sza_lt65,S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031,,,no_safe_file
fisser_0132,fisser,sza_lt65,S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031,,,no_safe_file
fisser_0161,fisser,sza_lt65,S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031,,,no_safe_file
fisser_0174,fisser,sza_lt65,S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031,,,no_safe_file
fisser_0203,fisser,sza_lt65,S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031,,,no_safe_file
fisser_0225,fisser,sza_lt65,S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031,,,no_safe_file
fisser_0244,fisser,sza_lt65,S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031,,,no_safe_file
fisser_0245,fisser,sza_lt65,S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031,,,no_safe_file
fisser_0264,fisser,sza_lt65,S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031,,,no_safe_file
fisser_0274,fisser,sza_lt65,S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031,,,no_safe_file
fisser_0275,fisser,sza_lt65,S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031,,,no_safe_file
fisser_0276,fisser,sza_lt65,S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031,,,no_safe_file
fisser_0295,fisser,sza_lt65,S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031,,,no_safe_file
fisser_0300,fisser,sza_lt65,S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031,,,no_safe_file
fisser_0321,fisser,sza_lt65,S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031,,,no_safe_file
fisser_0390,fisser,sza_lt65,S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031,,,no_safe_file
fisser_0065,fisser,sza_lt65,S2A_MSIL1C_20200702T155911_N0500_R097_T21WWU_20230320T180410,,,no_safe_file
fisser_0053,fisser,sza_lt65,S2A_MSIL1C_20200822T152911_N0209_R111_T21WXU_20200822T191829,,,no_safe_file
fisser_0081,fisser,sza_lt65,S2A_MSIL1C_20200822T152911_N0209_R111_T21WXU_20200822T191829,,,no_safe_file
fisser_0343,fisser,sza_lt65,S2A_MSIL1C_20200822T152911_N0209_R111_T21WXU_20200822T191829,,,no_safe_file
fisser_0389,fisser,sza_lt65,S2A_MSIL1C_20200822T152911_N0209_R111_T21WXU_20200822T191829,,,no_safe_file
fisser_0104,fisser,sza_lt65,S2A_MSIL1C_20200822T152911_N0500_R111_T22WDC_20230321T134135,,,no_safe_file
fisser_0128,fisser,sza_lt65,S2A_MSIL1C_20200822T152911_N0500_R111_T22WDC_20230321T134135,,,no_safe_file
fisser_0078,fisser,sza_lt65,S2A_MSIL1C_20200825T140021_N0209_R010_T25WER_20200825T174728,,,no_safe_file
fisser_0148,fisser,sza_lt65,S2A_MSIL1C_20200825T140021_N0209_R010_T25WER_20200825T174728,,,no_safe_file
fisser_0240,fisser,sza_lt65,S2A_MSIL1C_20200825T140021_N0209_R010_T25WER_20200825T174728,,,no_safe_file
fisser_0242,fisser,sza_lt65,S2A_MSIL1C_20200825T140021_N0209_R010_T25WER_20200825T174728,,,no_safe_file
fisser_0252,fisser,sza_lt65,S2A_MSIL1C_20200825T140021_N0209_R010_T25WER_20200825T174728,,,no_safe_file
fisser_0376,fisser,sza_lt65,S2A_MSIL1C_20200825T140021_N0209_R010_T25WER_20200825T174728,,,no_safe_file
S2A_MSIL1C_20201003T143041_N0500_R139_T24WVT_20230306T133643_r5376_c10240,roboflow,sza_70_75,S2A_MSIL1C_20201003T143041_N0500_R139_T24WVT_20230306T133643,0.0003,True,"block=(5000,10000) usable=0.29"
S2A_MSIL1C_20201003T143041_N0500_R139_T24WVT_20230306T133643_r6400_c10496,roboflow,sza_70_75,S2A_MSIL1C_20201003T143041_N0500_R139_T24WVT_20230306T133643,0.0004,True,"block=(6000,10000) usable=0.29"
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r6656_c5632,roboflow,sza_70_75,S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643,0.5366,False,"block=(6000,5000) usable=0.35"
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r5376_c4608,roboflow,sza_70_75,S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643,0.7020,False,"block=(5000,4000) usable=0.35"
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r6400_c5376,roboflow,sza_70_75,S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643,0.5366,False,"block=(6000,5000) usable=0.35"
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r6400_c6144,roboflow,sza_70_75,S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643,0.2782,False,"block=(6000,6000) usable=0.35"
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r5120_c6656,roboflow,sza_70_75,S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643,0.6388,False,"block=(5000,6000) usable=0.35"
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r6912_c4864,roboflow,sza_70_75,S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643,0.7274,False,"block=(7000,4000) usable=0.35"
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r7936_c2560,roboflow,sza_70_75,S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643,0.7817,False,"block=(8000,2000) usable=0.35"
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r7424_c4864,roboflow,sza_70_75,S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643,0.7274,False,"block=(7000,4000) usable=0.35"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WVT_20230318T171809_r6912_c10496,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WVT_20230318T171809,0.0031,True,"block=(7000,10000) usable=0.22"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WVT_20230318T171809_r5120_c9984,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WVT_20230318T171809,0.0005,True,"block=(5000,10000) usable=0.22"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WVT_20230318T171809_r4096_c9984,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WVT_20230318T171809,0.0392,True,"block=(4000,10000) usable=0.22"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r2304_c3072,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809,0.1200,True,"block=(2000,3000) usable=0.88"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r4096_c2048,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809,0.0057,True,"block=(4000,2000) usable=0.88"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r4608_c1536,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809,0.0151,True,"block=(4000,1000) usable=0.88"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r4864_c0000,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809,0.0385,True,"block=(4000,0) usable=0.88"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r0000_c3584,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809,0.5843,False,"block=(0,3000) usable=0.88"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r3584_c0768,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809,0.2970,False,"block=(3000,0) usable=0.88"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r3840_c1280,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809,0.2679,False,"block=(3000,1000) usable=0.88"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r2304_c2048,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809,0.3895,False,"block=(2000,2000) usable=0.88"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r4096_c0256,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809,0.0385,True,"block=(4000,0) usable=0.88"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r3328_c1536,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809,0.2679,False,"block=(3000,1000) usable=0.88"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r3584_c0256,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809,0.2970,False,"block=(3000,0) usable=0.88"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r6400_c0512,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809,0.0043,True,"block=(6000,0) usable=0.88"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c5120,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,0.3122,False,"block=(7000,5000) usable=0.69"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r8448_c5120,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,0.0883,True,"block=(8000,5000) usable=0.69"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c5632,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,0.3122,False,"block=(7000,5000) usable=0.69"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r5888_c4608,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,0.6950,False,"block=(6000,4000) usable=0.69"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6656_c5376,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,0.3517,False,"block=(6000,5000) usable=0.69"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r7680_c5120,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,0.3122,False,"block=(7000,5000) usable=0.69"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r8960_c3072,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,0.3225,False,"block=(9000,3000) usable=0.69"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r7168_c5120,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,0.3122,False,"block=(7000,5000) usable=0.69"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r8192_c2560,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,0.5126,False,"block=(8000,2000) usable=0.69"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r5632_c5632,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,0.1357,True,"block=(5000,5000) usable=0.69"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c4352,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,0.5519,False,"block=(7000,4000) usable=0.69"
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r5632_c5376,roboflow,sza_gt75,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,0.1357,True,"block=(5000,5000) usable=0.69"
fisser_0003,fisser,sza_lt65,S2A_MSIL1C_20210729T145921_N0500_R125_T22WES_20230122T163521,,,no_safe_file
fisser_0019,fisser,sza_lt65,S2A_MSIL1C_20210729T145921_N0500_R125_T22WES_20230122T163521,,,no_safe_file
fisser_0086,fisser,sza_lt65,S2A_MSIL1C_20210729T145921_N0500_R125_T22WES_20230122T163521,,,no_safe_file
fisser_0091,fisser,sza_lt65,S2A_MSIL1C_20210729T145921_N0500_R125_T22WES_20230122T163521,,,no_safe_file
fisser_0176,fisser,sza_lt65,S2A_MSIL1C_20210729T145921_N0500_R125_T22WES_20230122T163521,,,no_safe_file
fisser_0184,fisser,sza_lt65,S2A_MSIL1C_20210729T145921_N0500_R125_T22WES_20230122T163521,,,no_safe_file
fisser_0188,fisser,sza_lt65,S2A_MSIL1C_20210729T145921_N0500_R125_T22WES_20230122T163521,,,no_safe_file
fisser_0256,fisser,sza_lt65,S2A_MSIL1C_20210729T145921_N0500_R125_T22WES_20230122T163521,,,no_safe_file
fisser_0284,fisser,sza_lt65,S2A_MSIL1C_20210729T145921_N0500_R125_T22WES_20230122T163521,,,no_safe_file
fisser_0289,fisser,sza_lt65,S2A_MSIL1C_20210729T145921_N0500_R125_T22WES_20230122T163521,,,no_safe_file
fisser_0291,fisser,sza_lt65,S2A_MSIL1C_20210729T145921_N0500_R125_T22WES_20230122T163521,,,no_safe_file
fisser_0344,fisser,sza_lt65,S2A_MSIL1C_20210729T145921_N0500_R125_T22WES_20230122T163521,,,no_safe_file
fisser_0379,fisser,sza_lt65,S2A_MSIL1C_20210729T145921_N0500_R125_T22WES_20230122T163521,,,no_safe_file
fisser_0384,fisser,sza_lt65,S2A_MSIL1C_20210729T145921_N0500_R125_T22WES_20230122T163521,,,no_safe_file
fisser_0391,fisser,sza_lt65,S2A_MSIL1C_20210729T145921_N0500_R125_T22WES_20230122T163521,,,no_safe_file
fisser_0004,fisser,sza_lt65,S2A_MSIL1C_20210731T153911_N0500_R011_T22WDB_20230224T225255,,,no_safe_file
fisser_0055,fisser,sza_lt65,S2A_MSIL1C_20210731T153911_N0500_R011_T22WDB_20230224T225255,,,no_safe_file
fisser_0012,fisser,sza_lt65,S2A_MSIL1C_20210817T152911_N0500_R111_T22WDB_20230117T070154,,,no_safe_file
fisser_0106,fisser,sza_lt65,S2A_MSIL1C_20210817T152911_N0500_R111_T22WDB_20230117T070154,,,no_safe_file
fisser_0183,fisser,sza_lt65,S2A_MSIL1C_20210817T152911_N0500_R111_T22WDB_20230117T070154,,,no_safe_file
fisser_0079,fisser,sza_lt65,S2A_MSIL1C_20210823T141011_N0500_R053_T24WWU_20230120T063425,,,no_safe_file
fisser_0373,fisser,sza_lt65,S2A_MSIL1C_20210830T140021_N0500_R010_T25WES_20230121T132724,,,no_safe_file
fisser_0057,fisser,sza_lt65,S2A_MSIL1C_20210909T140011_N0500_R010_T25WES_20230112T233728,,,no_safe_file
fisser_0190,fisser,sza_lt65,S2A_MSIL1C_20210917T145921_N0500_R125_T22WES_20230113T075502,,,no_safe_file
fisser_0223,fisser,sza_lt65,S2A_MSIL1C_20210917T145921_N0500_R125_T22WES_20230113T075502,,,no_safe_file
fisser_0224,fisser,sza_lt65,S2A_MSIL1C_20210917T145921_N0500_R125_T22WES_20230113T075502,,,no_safe_file
fisser_0320,fisser,sza_lt65,S2A_MSIL1C_20210917T145921_N0500_R125_T22WES_20230113T075502,,,no_safe_file
fisser_0345,fisser,sza_lt65,S2A_MSIL1C_20210917T145921_N0500_R125_T22WES_20230113T075502,,,no_safe_file
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r6144_c0512,roboflow,sza_65_70,S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232,0.0001,True,"block=(6000,0) usable=0.97"
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r3584_c0512,roboflow,sza_65_70,S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232,0.0003,True,"block=(3000,0) usable=0.97"
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r4096_c0768,roboflow,sza_65_70,S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232,0.0341,True,"block=(4000,0) usable=0.97"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WVT_20221228T011417_r3840_c9984,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WVT_20221228T011417,0.2818,False,"block=(3000,10000) usable=0.60"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WVT_20221228T011417_r6656_c10240,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WVT_20221228T011417,0.0025,True,"block=(6000,10000) usable=0.60"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WVT_20221228T011417_r7168_c10240,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WVT_20221228T011417,0.0019,True,"block=(7000,10000) usable=0.60"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r7936_c4864,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.6028,False,"block=(8000,4000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r6912_c6144,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.8326,False,"block=(7000,6000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r9216_c4096,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.3183,False,"block=(9000,4000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r9984_c4352,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.2430,False,"block=(10000,4000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r9472_c4864,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.3183,False,"block=(9000,4000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r9216_c3584,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.3034,False,"block=(9000,3000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r8704_c4096,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.6028,False,"block=(8000,4000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r4864_c6656,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.4463,False,"block=(4000,6000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r6400_c5632,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.1761,False,"block=(6000,5000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r9472_c4608,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.3183,False,"block=(9000,4000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r6656_c4864,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.7048,False,"block=(6000,4000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r8704_c2816,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.5103,False,"block=(8000,2000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r4096_c4096,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.5776,False,"block=(4000,4000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r5632_c6144,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.1245,True,"block=(5000,6000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r5888_c5120,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.1761,False,"block=(6000,5000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r5376_c5120,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.5310,False,"block=(5000,5000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r10496_c4352,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.2430,False,"block=(10000,4000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r6400_c5120,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.1761,False,"block=(6000,5000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r5888_c5376,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.1761,False,"block=(6000,5000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r9984_c4096,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.2430,False,"block=(10000,4000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r5632_c5120,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.5310,False,"block=(5000,5000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r8960_c5376,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.4394,False,"block=(9000,5000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r4608_c5376,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.5784,False,"block=(4000,5000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r7424_c4864,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.5363,False,"block=(7000,4000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r7168_c4864,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.5363,False,"block=(7000,4000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r9472_c5120,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.4394,False,"block=(9000,5000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r5888_c6144,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.3136,False,"block=(6000,6000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r8448_c4864,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.6028,False,"block=(8000,4000) usable=0.09"
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r9216_c4864,roboflow,sza_gt75,S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417,0.3183,False,"block=(9000,4000) usable=0.09"
S2A_MSIL1C_20221004T140031_N0510_R010_T25WES_20240721T141025_r9984_c1792,roboflow,sza_70_75,S2A_MSIL1C_20221004T140031_N0510_R010_T25WES_20240721T141025,0.2992,False,"block=(10000,1000) usable=0.00"
S2A_MSIL1C_20221004T140031_N0510_R010_T25WES_20240721T141025_r10496_c3072,roboflow,sza_70_75,S2A_MSIL1C_20221004T140031_N0510_R010_T25WES_20240721T141025,0.5341,False,"block=(10000,3000) usable=0.00"
S2A_MSIL1C_20221004T140031_N0510_R010_T25WES_20240721T141025_r10496_c1792,roboflow,sza_70_75,S2A_MSIL1C_20221004T140031_N0510_R010_T25WES_20240721T141025,0.2992,False,"block=(10000,1000) usable=0.00"
S2A_MSIL1C_20221102T143351_N0510_R139_T24WVT_20240715T155321_r7680_c10240,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WVT_20240715T155321,0.0005,True,"block=(7000,10000) usable=0.26"
