chip_stem,source,sza_bin,scene_stem,block_ic,pass_ic,note
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r1792_c1536,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321,0.8126,False,"block=(1000,1000) usable=0.89"
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r4096_c0000,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321,0.0021,True,"block=(4000,0) usable=0.89"
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r3328_c1024,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321,0.1453,True,"block=(3000,1000) usable=0.89"
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r2560_c2304,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321,0.3036,False,"block=(2000,2000) usable=0.89"
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r3584_c0000,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321,0.3057,False,"block=(3000,0) usable=0.89"
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r2304_c3328,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321,0.0683,True,"block=(2000,3000) usable=0.89"
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r3072_c1536,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321,0.1453,True,"block=(3000,1000) usable=0.89"
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r2304_c3072,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321,0.0683,True,"block=(2000,3000) usable=0.89"
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5632_c0768,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321,0.0002,True,"block=(5000,0) usable=0.89"
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r6656_c0768,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321,0.0005,True,"block=(6000,0) usable=0.89"
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5120_c1024,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321,0.0001,True,"block=(5000,1000) usable=0.89"
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r2560_c2560,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321,0.3036,False,"block=(2000,2000) usable=0.89"
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5632_c0512,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321,0.0002,True,"block=(5000,0) usable=0.89"
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5632_c1536,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321,0.0001,True,"block=(5000,1000) usable=0.89"
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5376_c0768,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321,0.0002,True,"block=(5000,0) usable=0.89"
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r3072_c2048,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321,0.0012,True,"block=(3000,2000) usable=0.89"
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r3584_c0768,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321,0.3057,False,"block=(3000,0) usable=0.89"
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321_r8704_c4096,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321,0.8645,False,"block=(8000,4000) usable=0.61"
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321_r9216_c3328,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321,0.8265,False,"block=(9000,3000) usable=0.61"
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321_r6656_c5376,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321,0.4118,False,"block=(6000,5000) usable=0.61"
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321_r6912_c4352,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321,0.9825,False,"block=(7000,4000) usable=0.61"
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321_r9216_c4096,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321,0.5863,False,"block=(9000,4000) usable=0.61"
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321_r6656_c5888,roboflow,sza_gt75,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321,0.0951,True,"block=(6000,6000) usable=0.61"
fisser_0290,fisser,sza_lt65,S2A_MSIL1C_20230807T152811_N0509_R111_T21WXU_20230807T203245,,,no_safe_file
fisser_0150,fisser,sza_lt65,S2A_MSIL1C_20230807T152811_N0510_R111_T22WDB_20240821T092719,,,no_safe_file
fisser_0365,fisser,sza_lt65,S2A_MSIL1C_20230807T152811_N0510_R111_T22WDB_20240821T092719,,,no_safe_file
fisser_0022,fisser,sza_lt65,S2A_MSIL1C_20240824T140041_N0511_R010_T25WER_20240824T174017,,,no_safe_file
fisser_0044,fisser,sza_lt65,S2A_MSIL1C_20240824T140041_N0511_R010_T25WER_20240824T174017,,,no_safe_file
fisser_0083,fisser,sza_lt65,S2A_MSIL1C_20240824T140041_N0511_R010_T25WER_20240824T174017,,,no_safe_file
fisser_0156,fisser,sza_lt65,S2A_MSIL1C_20240824T140041_N0511_R010_T25WER_20240824T174017,,,no_safe_file
fisser_0205,fisser,sza_lt65,S2A_MSIL1C_20240824T140041_N0511_R010_T25WER_20240824T174017,,,no_safe_file
fisser_0304,fisser,sza_lt65,S2A_MSIL1C_20240824T140041_N0511_R010_T25WER_20240824T174017,,,no_safe_file
fisser_0312,fisser,sza_lt65,S2A_MSIL1C_20240824T140041_N0511_R010_T25WER_20240824T174017,,,no_safe_file
fisser_0315,fisser,sza_lt65,S2A_MSIL1C_20240824T140041_N0511_R010_T25WER_20240824T174017,,,no_safe_file
fisser_0317,fisser,sza_lt65,S2A_MSIL1C_20240824T140041_N0511_R010_T25WER_20240824T174017,,,no_safe_file
fisser_0134,fisser,sza_lt65,S2B_MSIL1C_20170730T141009_N0500_R053_T24WWU_20230901T040701,,,no_safe_file
fisser_0282,fisser,sza_lt65,S2B_MSIL1C_20170730T141009_N0500_R053_T24WWU_20230901T040701,,,no_safe_file
fisser_0293,fisser,sza_lt65,S2B_MSIL1C_20170730T141009_N0500_R053_T24WWU_20230901T040701,,,no_safe_file
fisser_0014,fisser,sza_lt65,S2B_MSIL1C_20170730T141009_N0500_R053_T25WES_20230901T040701,,,no_safe_file
fisser_0040,fisser,sza_lt65,S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536,,,no_safe_file
fisser_0071,fisser,sza_lt65,S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536,,,no_safe_file
fisser_0109,fisser,sza_lt65,S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536,,,no_safe_file
fisser_0141,fisser,sza_lt65,S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536,,,no_safe_file
fisser_0143,fisser,sza_lt65,S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536,,,no_safe_file
fisser_0144,fisser,sza_lt65,S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536,,,no_safe_file
fisser_0258,fisser,sza_lt65,S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536,,,no_safe_file
fisser_0278,fisser,sza_lt65,S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536,,,no_safe_file
fisser_0285,fisser,sza_lt65,S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536,,,no_safe_file
fisser_0302,fisser,sza_lt65,S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536,,,no_safe_file
fisser_0307,fisser,sza_lt65,S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536,,,no_safe_file
fisser_0308,fisser,sza_lt65,S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536,,,no_safe_file
fisser_0346,fisser,sza_lt65,S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536,,,no_safe_file
fisser_0347,fisser,sza_lt65,S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536,,,no_safe_file
fisser_0348,fisser,sza_lt65,S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536,,,no_safe_file
fisser_0137,fisser,sza_lt65,S2B_MSIL1C_20170802T141949_N0500_R096_T24WWT_20230804T130632,,,no_safe_file
fisser_0072,fisser,sza_lt65,S2B_MSIL1C_20170802T141949_N0500_R096_T24WWU_20230804T130632,,,no_safe_file
fisser_0097,fisser,sza_lt65,S2B_MSIL1C_20170802T141949_N0500_R096_T24WWU_20230804T130632,,,no_safe_file
fisser_0166,fisser,sza_lt65,S2B_MSIL1C_20170802T141949_N0500_R096_T24WWU_20230804T130632,,,no_safe_file
fisser_0229,fisser,sza_lt65,S2B_MSIL1C_20170802T141949_N0500_R096_T24WWU_20230804T130632,,,no_safe_file
fisser_0349,fisser,sza_lt65,S2B_MSIL1C_20170802T141949_N0500_R096_T24WWU_20230804T130632,,,no_safe_file
fisser_0096,fisser,sza_lt65,S2B_MSIL1C_20170803T152909_N0500_R111_T22WDB_20230826T072407,,,no_safe_file
fisser_0234,fisser,sza_lt65,S2B_MSIL1C_20170803T152909_N0500_R111_T22WDB_20230826T072407,,,no_safe_file
fisser_0041,fisser,sza_lt65,S2B_MSIL1C_20170803T152909_N0500_R111_T22WDC_20230826T072407,,,no_safe_file
fisser_0010,fisser,sza_lt65,S2B_MSIL1C_20170809T141009_N0500_R053_T24WWU_20230804T231749,,,no_safe_file
fisser_0061,fisser,sza_lt65,S2B_MSIL1C_20170809T141009_N0500_R053_T24WWU_20230804T231749,,,no_safe_file
fisser_0182,fisser,sza_lt65,S2B_MSIL1C_20170809T141009_N0500_R053_T24WWU_20230804T231749,,,no_safe_file
fisser_0305,fisser,sza_lt65,S2B_MSIL1C_20170809T141009_N0500_R053_T24WWU_20230804T231749,,,no_safe_file
fisser_0350,fisser,sza_lt65,S2B_MSIL1C_20170809T141009_N0500_R053_T24WWU_20230804T231749,,,no_safe_file
fisser_0048,fisser,sza_lt65,S2B_MSIL1C_20170813T135029_N0500_R110_T25WER_20230830T221846,,,no_safe_file
fisser_0059,fisser,sza_lt65,S2B_MSIL1C_20170813T135029_N0500_R110_T25WER_20230830T221846,,,no_safe_file
fisser_0070,fisser,sza_lt65,S2B_MSIL1C_20170813T135029_N0500_R110_T25WER_20230830T221846,,,no_safe_file
fisser_0219,fisser,sza_lt65,S2B_MSIL1C_20170813T135029_N0500_R110_T25WER_20230830T221846,,,no_safe_file
fisser_0310,fisser,sza_lt65,S2B_MSIL1C_20170813T135029_N0500_R110_T25WER_20230830T221846,,,no_safe_file
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r3584_c3328,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.2017,False,"block=(3000,3000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r3584_c4352,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.2437,False,"block=(3000,4000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r5376_c4864,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.1343,True,"block=(5000,4000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r9984_c7168,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.0000,True,"block=(10000,7000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r8704_c9216,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.0000,True,"block=(8000,9000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r5632_c4864,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.1343,True,"block=(5000,4000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r8704_c6656,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.0113,True,"block=(8000,6000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r4608_c5632,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.1527,False,"block=(4000,5000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r4864_c5632,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.1527,False,"block=(4000,5000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r4096_c5376,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.1527,False,"block=(4000,5000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r7424_c6400,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.0054,True,"block=(7000,6000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r5632_c7680,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.0001,True,"block=(5000,7000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r0512_c2816,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.2638,False,"block=(0,2000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r6912_c10240,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.0014,True,"block=(7000,10000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r3840_c3840,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.2017,False,"block=(3000,3000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r5632_c4608,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.1343,True,"block=(5000,4000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r4608_c6656,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.1615,False,"block=(4000,6000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r4864_c8192,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.1964,False,"block=(4000,8000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r8704_c7424,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.0000,True,"block=(8000,7000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r5376_c5120,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.0075,True,"block=(5000,5000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r8704_c7168,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.0000,True,"block=(8000,7000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r4864_c4864,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.0150,True,"block=(4000,4000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r6912_c6656,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.0054,True,"block=(7000,6000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r3584_c3584,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.2017,False,"block=(3000,3000) usable=0.27"
S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125_r5376_c6400,roboflow,sza_65_70,S2B_MSIL1C_20170918T140959_N0500_R053_T25WER_20230825T143125,0.0028,True,"block=(5000,6000) usable=0.27"
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r6656_c9984,roboflow,sza_65_70,S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207,0.0045,True,"block=(6000,10000) usable=0.22"
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r5888_c10496,roboflow,sza_65_70,S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207,0.0045,True,"block=(6000,10000) usable=0.22"
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r7936_c10240,roboflow,sza_65_70,S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207,0.0004,True,"block=(8000,10000) usable=0.22"
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r5120_c10240,roboflow,sza_65_70,S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207,0.0024,True,"block=(5000,10000) usable=0.22"
S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207_r7680_c10496,roboflow,sza_65_70,S2B_MSIL1C_20171001T141959_N0500_R096_T24WVT_20230815T172207,0.0023,True,"block=(7000,10000) usable=0.22"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WDR_20230817T124207_r9984_c10240,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WDR_20230817T124207,0.0043,True,"block=(10000,10000) usable=0.95"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WDR_20230817T124207_r10496_c10240,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WDR_20230817T124207,0.0043,True,"block=(10000,10000) usable=0.95"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WDR_20230817T124207_r9984_c10496,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WDR_20230817T124207,0.0043,True,"block=(10000,10000) usable=0.95"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WDR_20230817T124207_r9472_c9984,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WDR_20230817T124207,0.1371,True,"block=(9000,10000) usable=0.95"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0256_c1280,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207,0.0068,True,"block=(0,1000) usable=0.99"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c2048,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207,0.0075,True,"block=(0,2000) usable=0.99"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c4096,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207,0.0009,True,"block=(0,4000) usable=0.99"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c1024,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207,0.0068,True,"block=(0,1000) usable=0.99"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0256_c1536,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207,0.0068,True,"block=(0,1000) usable=0.99"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c3328,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207,0.0018,True,"block=(0,3000) usable=0.99"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c3840,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207,0.0018,True,"block=(0,3000) usable=0.99"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0256_c0512,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207,0.0040,True,"block=(0,0) usable=0.99"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c1536,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207,0.0068,True,"block=(0,1000) usable=0.99"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0000_c1280,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207,0.0068,True,"block=(0,1000) usable=0.99"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0256_c2560,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207,0.0075,True,"block=(0,2000) usable=0.99"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c2048,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,0.0076,True,"block=(10000,2000) usable=0.43"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c1024,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,0.0066,True,"block=(10000,1000) usable=0.43"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r4608_c6400,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,0.1709,False,"block=(4000,6000) usable=0.43"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8704_c4352,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,0.0220,True,"block=(8000,4000) usable=0.43"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8192_c3840,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,0.0221,True,"block=(8000,3000) usable=0.43"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r7936_c4096,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,0.0220,True,"block=(8000,4000) usable=0.43"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c2304,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,0.0076,True,"block=(10000,2000) usable=0.43"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r6656_c8192,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,0.0001,True,"block=(6000,8000) usable=0.43"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9216_c4352,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,0.0028,True,"block=(9000,4000) usable=0.43"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9216_c0000,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,0.1338,True,"block=(9000,0) usable=0.43"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8448_c3840,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,0.0221,True,"block=(8000,3000) usable=0.43"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8192_c3584,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,0.0221,True,"block=(8000,3000) usable=0.43"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8704_c2816,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,0.0117,True,"block=(8000,2000) usable=0.43"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9472_c1536,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,0.0051,True,"block=(9000,1000) usable=0.43"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9728_c2816,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,0.0022,True,"block=(9000,2000) usable=0.43"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8192_c1536,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,0.0988,True,"block=(8000,1000) usable=0.43"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9728_c3840,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,0.0019,True,"block=(9000,3000) usable=0.43"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c0512,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,0.0041,True,"block=(10000,0) usable=0.43"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8192_c2048,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,0.0117,True,"block=(8000,2000) usable=0.43"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c0768,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,0.0041,True,"block=(10000,0) usable=0.43"
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c1792,roboflow,sza_70_75,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,0.0066,True,"block=(10000,1000) usable=0.43"
