global_index,tif_path,tif_exists,satellite,date,hour_utc,tile,region,ic_frac,ic_note
204,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20170808T152911_N0500_R111_T22WDB_20230829T170819_pB5_28_20_.tif,True,S2A,2017-08-08,15,T22WDB,SK,0.0,otsu_failed
205,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20240824T140041_N0511_R010_T25WER_20240824T174017_pB5_27_26_.tif,True,S2A,2024-08-24,14,T25WER,KQ,0.0073,ok
206,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20200704T140739_N0500_R053_T24WWU_20230320T152013_pB5_8_27_.tif,True,S2B,2020-07-04,14,T24WWU,SK,0.0676,ok
207,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20240911T140739_N0511_R053_T24WWU_20240911T160952_pB5_7_20_.tif,True,S2B,2024-09-11,14,T24WWU,SK,0.7979,ok
208,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20180723T141951_N0500_R096_T24WWU_20230628T041823_pB5_29_16_.tif,True,S2A,2018-07-23,14,T24WWU,SK,0.0,otsu_failed
209,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20210917T140729_N0500_R053_T24WWU_20230115T022255_pB5_13_23_.tif,True,S2B,2021-09-17,14,T24WWU,SK,0.1314,ok
210,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20180715T140739_N0500_R053_T24WWU_20230712T120037_pB5_18_20_.tif,True,S2B,2018-07-15,14,T24WWU,SK,0.0505,ok
211,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20180715T140739_N0500_R053_T24WWU_20230712T120037_pB5_23_11_.tif,True,S2B,2018-07-15,14,T24WWU,SK,0.0,otsu_failed
212,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160725T145922_N0500_R125_T22WES_20231004T134617_pB5_24_22_.tif,True,S2A,2016-07-25,14,T22WES,SK,0.0,otsu_failed
213,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20190812T141749_N0500_R096_T24WWU_20230505T121941_pB5_12_22_.tif,True,S2B,2019-08-12,14,T24WWU,SK,0.0,otsu_failed
214,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190801T140021_N0500_R010_T25WES_20230501T224345_pB5_37_7_.tif,True,S2A,2019-08-01,14,T25WES,KQ,0.0,otsu_failed
215,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20180723T141951_N0500_R096_T24WWU_20230628T041823_pB5_12_25_.tif,True,S2A,2018-07-23,14,T24WWU,SK,0.1053,ok
216,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20200823T140739_N0500_R053_T24WWU_20230321T131119_pB5_10_27_.tif,True,S2B,2020-08-23,14,T24WWU,SK,0.0796,ok
217,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20220912T140739_N0400_R053_T24WWT_20220912T173328_pB4_3_17_.tif,True,S2B,2022-09-12,14,T24WWT,SK,0.011,ok
218,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160725T145922_N0500_R125_T22WES_20231004T134617_pB5_17_16_.tif,True,S2A,2016-07-25,14,T22WES,SK,0.0,otsu_failed
219,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20170813T135029_N0500_R110_T25WER_20230830T221846_pB5_22_14_.tif,True,S2B,2017-08-13,13,T25WER,KQ,0.0,otsu_failed
220,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160802T141952_N0500_R096_T24WWU_20231001T172901_pB5_20_19_.tif,True,S2A,2016-08-02,14,T24WWU,SK,0.0129,ok
221,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160802T141952_N0500_R096_T24WWU_20231001T172901_pB5_7_27_.tif,True,S2A,2016-08-02,14,T24WWU,SK,0.0,otsu_failed
222,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20230709T140739_N0509_R053_T24WWU_20230709T161152_pB5_6_16_.tif,True,S2B,2023-07-09,14,T24WWU,SK,0.7772,ok
223,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20210917T145921_N0500_R125_T22WES_20230113T075502_pB5_22_5_.tif,True,S2A,2021-09-17,14,T22WES,SK,0.0,otsu_failed
224,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20210917T145921_N0500_R125_T22WES_20230113T075502_pB5_11_14_.tif,True,S2A,2021-09-17,14,T22WES,SK,0.2389,ok
225,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031_pB5_25_21_.tif,True,S2A,2019-09-03,14,T24WWU,SK,0.0,otsu_failed
226,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160725T145922_N0500_R125_T22WES_20231004T134617_pB5_20_18_.tif,True,S2A,2016-07-25,14,T22WES,SK,0.2915,ok
227,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20190714T134739_N0500_R110_T25WER_20230528T040828_pB5_36_2_.tif,True,S2B,2019-07-14,13,T25WER,KQ,0.0,otsu_failed
228,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20170710T145911_N0500_R125_T22WES_20230901T062816_pB5_24_23_.tif,True,S2A,2017-07-10,14,T22WES,SK,0.0,otsu_failed
229,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20170802T141949_N0500_R096_T24WWU_20230804T130632_pB5_8_26_.tif,True,S2B,2017-08-02,14,T24WWU,SK,0.2123,ok
230,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20170913T141001_N0500_R053_T24WWT_20230823T170052_pB5_1_17_.tif,True,S2A,2017-09-13,14,T24WWT,SK,0.0,otsu_failed
231,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190705T141011_N0500_R053_T24WWU_20230603T191421_pB5_10_27_.tif,True,S2A,2019-07-05,14,T24WWU,SK,0.1665,ok
232,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20240727T152809_N0511_R111_T21WXU_20240727T172749_pB5_27_38_.tif,True,S2B,2024-07-27,15,T21WXU,SK,0.0706,ok
233,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160725T145922_N0500_R125_T22WES_20231004T134617_pB5_11_14_.tif,True,S2A,2016-07-25,14,T22WES,SK,0.1058,ok
234,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20170803T152909_N0500_R111_T22WDB_20230826T072407_pB5_9_36_.tif,True,S2B,2017-08-03,15,T22WDB,SK,0.0,otsu_failed
235,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160923T145932_N0500_R125_T22WES_20231006T022513_pB5_17_14_.tif,True,S2A,2016-09-23,14,T22WES,SK,0.0,otsu_failed
236,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20230726T153819_N0509_R011_T22WDC_20230726T173958_pB5_24_26_.tif,True,S2B,2023-07-26,15,T22WDC,SK,0.0103,ok
237,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20180824T140729_N0500_R053_T25WER_20230813T110012_pB5_4_9_.tif,True,S2B,2018-08-24,14,T25WER,KQ,0.2421,ok
238,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20190714T134739_N0500_R110_T25WER_20230528T040828_pB5_6_12_.tif,True,S2B,2019-07-14,13,T25WER,KQ,0.0,otsu_failed
239,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190705T141011_N0500_R053_T24WWU_20230603T191421_pB5_8_31_.tif,True,S2A,2019-07-05,14,T24WWU,SK,0.0,otsu_failed
240,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20200825T140021_N0209_R010_T25WER_20200825T174728_pB2_19_25_.tif,True,S2A,2020-08-25,14,T25WER,KQ,0.0312,ok
241,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20200830T135739_N0500_R010_T25WER_20230321T193340_pB5_3_8_.tif,True,S2B,2020-08-30,13,T25WER,KQ,0.0,otsu_failed
242,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20200825T140021_N0209_R010_T25WER_20200825T174728_pB2_18_26_.tif,True,S2A,2020-08-25,14,T25WER,KQ,0.0273,ok
243,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160923T145932_N0500_R125_T22WES_20231006T022513_pB5_19_18_.tif,True,S2A,2016-09-23,14,T22WES,SK,0.0,otsu_failed
244,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031_pB5_29_18_.tif,True,S2A,2019-09-03,14,T24WWU,SK,0.0285,ok
245,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031_pB5_24_12_.tif,True,S2A,2019-09-03,14,T24WWU,SK,0.0,otsu_failed
246,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160923T145932_N0500_R125_T22WES_20231006T022513_pB5_25_25_.tif,True,S2A,2016-09-23,14,T22WES,SK,0.0,otsu_failed
247,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20220714T140739_N0400_R053_T24WWU_20220714T173724_pB4_24_21_.tif,True,S2B,2022-07-14,14,T24WWU,SK,0.0172,ok
248,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160725T145922_N0500_R125_T22WES_20231004T134617_pB5_11_18_.tif,True,S2A,2016-07-25,14,T22WES,SK,0.0,otsu_failed
249,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190705T141011_N0500_R053_T24WWU_20230603T191421_pB5_11_23_.tif,True,S2A,2019-07-05,14,T24WWU,SK,0.0,otsu_failed
250,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160725T145922_N0500_R125_T22WES_20231004T134617_pB5_13_15_.tif,True,S2A,2016-07-25,14,T22WES,SK,0.0,otsu_failed
251,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160725T145922_N0500_R125_T22WES_20231004T134617_pB5_12_18_.tif,True,S2A,2016-07-25,14,T22WES,SK,0.0,otsu_failed
252,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20200825T140021_N0209_R010_T25WER_20200825T174728_pB2_38_5_.tif,True,S2A,2020-08-25,14,T25WER,KQ,0.0541,ok
253,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20220912T140739_N0400_R053_T24WWT_20220912T173328_pB4_28_0_.tif,True,S2B,2022-09-12,14,T24WWT,SK,0.0164,ok
254,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160725T145922_N0500_R125_T22WES_20231004T134617_pB5_13_14_.tif,True,S2A,2016-07-25,14,T22WES,SK,0.1173,ok
255,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160923T145932_N0500_R125_T22WES_20231006T022513_pB5_25_24_.tif,True,S2A,2016-09-23,14,T22WES,SK,0.0,otsu_failed
256,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20210729T145921_N0500_R125_T22WES_20230122T163521_pB5_21_12_.tif,True,S2A,2021-07-29,14,T22WES,SK,0.0,otsu_failed
257,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160923T145932_N0500_R125_T22WES_20231006T022513_pB5_21_19_.tif,True,S2A,2016-09-23,14,T22WES,SK,0.1497,ok
258,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536_pB5_20_18_.tif,True,S2B,2017-08-01,14,T22WES,SK,0.3988,ok
259,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20240911T140739_N0511_R053_T24WWU_20240911T160952_pB5_6_18_.tif,True,S2B,2024-09-11,14,T24WWU,SK,0.9279,ok
260,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20170831T140011_N0500_R010_T25WER_20230831T055412_pB5_3_8_.tif,True,S2A,2017-08-31,14,T25WER,KQ,0.0,otsu_failed
261,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190705T141011_N0500_R053_T24WWT_20230603T191421_pB5_10_38_.tif,True,S2A,2019-07-05,14,T24WWT,SK,0.0,otsu_failed
262,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20190812T141749_N0500_R096_T24WWU_20230505T121941_pB5_18_22_.tif,True,S2B,2019-08-12,14,T24WWU,SK,0.0,otsu_failed
263,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20190723T155829_N0500_R097_T21WWU_20230718T015434_pB5_4_17_.tif,True,S2B,2019-07-23,15,T21WWU,SK,0.5172,ok
264,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031_pB5_6_20_.tif,True,S2A,2019-09-03,14,T24WWU,SK,0.5986,ok
265,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20220912T140739_N0400_R053_T24WWU_20220912T173328_pB4_7_22_.tif,True,S2B,2022-09-12,14,T24WWU,SK,0.0,otsu_failed
266,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20200827T134729_N0500_R110_T25WER_20230402T232045_pB5_28_10_.tif,True,S2B,2020-08-27,13,T25WER,KQ,0.2519,ok
267,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160725T145922_N0500_R125_T22WES_20231004T134617_pB5_11_17_.tif,True,S2A,2016-07-25,14,T22WES,SK,0.0,otsu_failed
268,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20210917T140729_N0500_R053_T24WWU_20230115T022255_pB5_8_29_.tif,True,S2B,2021-09-17,14,T24WWU,SK,0.0,otsu_failed
269,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190705T141011_N0500_R053_T24WWU_20230603T191421_pB5_7_30_.tif,True,S2A,2019-07-05,14,T24WWU,SK,0.0,otsu_failed
270,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160707T153912_N0500_R011_T22WDB_20231030T140833_pB5_12_37_.tif,True,S2A,2016-07-07,15,T22WDB,SK,0.0,otsu_failed
271,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20180723T141951_N0500_R096_T24WWU_20230628T041823_pB5_8_26_.tif,True,S2A,2018-07-23,14,T24WWU,SK,0.3963,ok
272,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20180723T141951_N0500_R096_T24WWU_20230628T041823_pB5_13_24_.tif,True,S2A,2018-07-23,14,T24WWU,SK,0.0979,ok
273,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190903T141011_N0500_R053_T24WWT_20230501T094031_pB5_18_0_.tif,True,S2A,2019-09-03,14,T24WWT,SK,0.0106,ok
274,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031_pB5_28_18_.tif,True,S2A,2019-09-03,14,T24WWU,SK,0.0127,ok
275,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031_pB5_9_27_.tif,True,S2A,2019-09-03,14,T24WWU,SK,0.0836,ok
276,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031_pB5_7_20_.tif,True,S2A,2019-09-03,14,T24WWU,SK,0.7967,ok
277,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190705T141011_N0500_R053_T24WWT_20230603T191421_pB5_7_6_.tif,True,S2A,2019-07-05,14,T24WWT,SK,0.0,otsu_failed
278,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536_pB5_22_22_.tif,True,S2B,2017-08-01,14,T22WES,SK,0.0,otsu_failed
279,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160923T145932_N0500_R125_T22WES_20231006T022513_pB5_10_14_.tif,True,S2A,2016-09-23,14,T22WES,SK,0.0,otsu_failed
280,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160923T145932_N0500_R125_T22WES_20231006T022513_pB5_22_21_.tif,True,S2A,2016-09-23,14,T22WES,SK,0.0,otsu_failed
281,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190817T141951_N0500_R096_T24WWU_20230503T120828_pB5_15_21_.tif,True,S2A,2019-08-17,14,T24WWU,SK,0.0149,ok
282,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20170730T141009_N0500_R053_T24WWU_20230901T040701_pB5_6_20_.tif,True,S2B,2017-07-30,14,T24WWU,SK,0.6488,ok
283,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20170808T152911_N0500_R111_T22WDB_20230829T170819_pB5_29_32_.tif,True,S2A,2017-08-08,15,T22WDB,SK,0.0002,ok
284,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20210729T145921_N0500_R125_T22WES_20230122T163521_pB5_10_17_.tif,True,S2A,2021-07-29,14,T22WES,SK,0.0,otsu_failed
285,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536_pB5_17_16_.tif,True,S2B,2017-08-01,14,T22WES,SK,0.0,otsu_failed
286,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20180715T140739_N0500_R053_T24WWU_20230712T120037_pB5_27_14_.tif,True,S2B,2018-07-15,14,T24WWU,SK,0.5934,ok
287,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160707T153912_N0500_R011_T22WDB_20231030T140833_pB5_12_36_.tif,True,S2A,2016-07-07,15,T22WDB,SK,0.2713,ok
288,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20200704T140739_N0500_R053_T24WWU_20230320T152013_pB5_12_26_.tif,True,S2B,2020-07-04,14,T24WWU,SK,0.0,otsu_failed
289,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20210729T145921_N0500_R125_T22WES_20230122T163521_pB5_11_18_.tif,True,S2A,2021-07-29,14,T22WES,SK,0.0,otsu_failed
290,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20230807T152811_N0509_R111_T21WXU_20230807T203245_pB5_11_41_.tif,True,S2A,2023-08-07,15,T21WXU,SK,0.0263,ok
291,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20210729T145921_N0500_R125_T22WES_20230122T163521_pB5_11_17_.tif,True,S2A,2021-07-29,14,T22WES,SK,0.0,otsu_failed
292,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20180824T140729_N0500_R053_T25WER_20230813T110012_pB5_2_7_.tif,True,S2B,2018-08-24,14,T25WER,KQ,0.0,otsu_failed
293,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20170730T141009_N0500_R053_T24WWU_20230901T040701_pB5_25_19_.tif,True,S2B,2017-07-30,14,T24WWU,SK,0.1248,ok
294,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160923T145932_N0500_R125_T22WES_20231006T022513_pB5_12_14_.tif,True,S2A,2016-09-23,14,T22WES,SK,0.2353,ok
295,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031_pB5_22_10_.tif,True,S2A,2019-09-03,14,T24WWU,SK,0.0,otsu_failed
296,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20180824T140729_N0500_R053_T25WER_20230813T110012_pB5_29_9_.tif,True,S2B,2018-08-24,14,T25WER,KQ,0.238,ok
297,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20190714T134739_N0500_R110_T25WER_20230528T040828_pB5_39_11_.tif,True,S2B,2019-07-14,13,T25WER,KQ,0.0012,ok
298,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20180715T140739_N0500_R053_T24WWU_20230712T120037_pB5_8_29_.tif,True,S2B,2018-07-15,14,T24WWU,SK,0.0,otsu_failed
299,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160923T145932_N0500_R125_T22WES_20231006T022513_pB5_18_15_.tif,True,S2A,2016-09-23,14,T22WES,SK,0.0,otsu_failed
300,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031_pB5_8_27_.tif,True,S2A,2019-09-03,14,T24WWU,SK,0.1725,ok
301,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20240911T140739_N0511_R053_T24WWU_20240911T160952_pB5_7_17_.tif,True,S2B,2024-09-11,14,T24WWU,SK,0.0,otsu_failed
302,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536_pB5_16_14_.tif,True,S2B,2017-08-01,14,T22WES,SK,0.0,otsu_failed
303,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20180730T154911_N0500_R054_T21WXU_20230721T085136_pB5_7_28_.tif,True,S2A,2018-07-30,15,T21WXU,SK,0.0,otsu_failed
304,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20240824T140041_N0511_R010_T25WER_20240824T174017_pB5_24_20_.tif,True,S2A,2024-08-24,14,T25WER,KQ,0.0179,ok
305,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20170809T141009_N0500_R053_T24WWU_20230804T231749_pB5_6_26_.tif,True,S2B,2017-08-09,14,T24WWU,SK,0.0,otsu_failed
