global_index,tif_path,tif_exists,satellite,date,hour_utc,tile,region,ic_frac,ic_note
306,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20220714T140739_N0400_R053_T24WWU_20220714T173724_pB4_7_18_.tif,True,S2B,2022-07-14,14,T24WWU,SK,0.0,otsu_failed
307,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536_pB5_22_21_.tif,True,S2B,2017-08-01,14,T22WES,SK,0.0,otsu_failed
308,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536_pB5_20_17_.tif,True,S2B,2017-08-01,14,T22WES,SK,0.0,otsu_failed
309,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160830T151912_N0500_R068_T22WDB_20231020T235443_pB5_5_2_.tif,True,S2A,2016-08-30,15,T22WDB,SK,0.0,otsu_failed
310,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20170813T135029_N0500_R110_T25WER_20230830T221846_pB5_21_24_.tif,True,S2B,2017-08-13,13,T25WER,KQ,0.0494,ok
311,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20190809T154819_N0500_R054_T21WXU_20230719T164818_pB5_20_37_.tif,True,S2B,2019-08-09,15,T21WXU,SK,0.0,otsu_failed
312,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20240824T140041_N0511_R010_T25WER_20240824T174017_pB5_10_20_.tif,True,S2A,2024-08-24,14,T25WER,KQ,0.0,otsu_failed
313,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20210917T140729_N0500_R053_T24WWU_20230115T022255_pB5_7_21_.tif,True,S2B,2021-09-17,14,T24WWU,SK,0.406,ok
314,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20180723T141951_N0500_R096_T24WWU_20230628T041823_pB5_7_22_.tif,True,S2A,2018-07-23,14,T24WWU,SK,0.6105,ok
315,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20240824T140041_N0511_R010_T25WER_20240824T174017_pB5_19_18_.tif,True,S2A,2024-08-24,14,T25WER,KQ,0.031,ok
316,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190705T141011_N0500_R053_T24WWU_20230603T191421_pB5_19_21_.tif,True,S2A,2019-07-05,14,T24WWU,SK,0.0,otsu_failed
317,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20240824T140041_N0511_R010_T25WER_20240824T174017_pB5_20_27_.tif,True,S2A,2024-08-24,14,T25WER,KQ,0.002,ok
318,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20240911T140739_N0511_R053_T24WWU_20240911T160952_pB5_13_23_.tif,True,S2B,2024-09-11,14,T24WWU,SK,0.0,otsu_failed
319,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160725T145922_N0500_R125_T22WES_20231004T134617_pB5_5_15_.tif,True,S2A,2016-07-25,14,T22WES,SK,0.0,otsu_failed
320,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20210917T145921_N0500_R125_T22WES_20230113T075502_pB5_25_25_.tif,True,S2A,2021-09-17,14,T22WES,SK,0.0,otsu_failed
321,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031_pB5_16_25_.tif,True,S2A,2019-09-03,14,T24WWU,SK,0.0,otsu_failed
322,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20200827T134729_N0500_R110_T25WER_20230402T232045_pB5_38_8_.tif,True,S2B,2020-08-27,13,T25WER,KQ,0.0,otsu_failed
323,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160707T153912_N0500_R011_T22WDB_20231030T140833_pB5_9_35_.tif,True,S2A,2016-07-07,15,T22WDB,SK,0.1465,ok
324,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160725T145922_N0500_R125_T22WES_20231004T134617_pB5_10_12_.tif,True,S2A,2016-07-25,14,T22WES,SK,0.2808,ok
325,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160725T145922_N0500_R125_T22WES_20231004T134617_pB5_10_13_.tif,True,S2A,2016-07-25,14,T22WES,SK,0.3895,ok
326,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160725T145922_N0500_R125_T22WES_20231004T134617_pB5_15_14_.tif,True,S2A,2016-07-25,14,T22WES,SK,0.0,otsu_failed
327,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160725T145922_N0500_R125_T22WES_20231004T134617_pB5_26_25_.tif,True,S2A,2016-07-25,14,T22WES,SK,0.0,otsu_failed
328,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160802T141952_N0500_R096_T24WWU_20231001T172901_pB5_7_26_.tif,True,S2A,2016-08-02,14,T24WWU,SK,0.0,otsu_failed
329,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160830T151912_N0500_R068_T22WDB_20231020T235443_pB5_10_40_.tif,True,S2A,2016-08-30,15,T22WDB,SK,0.0,otsu_failed
330,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160923T145932_N0500_R125_T22WES_20231006T022513_pB5_10_12_.tif,True,S2A,2016-09-23,14,T22WES,SK,0.1834,ok
331,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160923T145932_N0500_R125_T22WES_20231006T022513_pB5_10_16_.tif,True,S2A,2016-09-23,14,T22WES,SK,0.0,otsu_failed
332,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160923T145932_N0500_R125_T22WES_20231006T022513_pB5_10_17_.tif,True,S2A,2016-09-23,14,T22WES,SK,0.0,otsu_failed
333,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160923T145932_N0500_R125_T22WES_20231006T022513_pB5_14_14_.tif,True,S2A,2016-09-23,14,T22WES,SK,0.3156,ok
334,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160923T145932_N0500_R125_T22WES_20231006T022513_pB5_14_15_.tif,True,S2A,2016-09-23,14,T22WES,SK,0.0,otsu_failed
335,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160923T145932_N0500_R125_T22WES_20231006T022513_pB5_17_15_.tif,True,S2A,2016-09-23,14,T22WES,SK,0.1714,ok
336,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20170710T145911_N0500_R125_T22WES_20230901T062816_pB5_10_17_.tif,True,S2A,2017-07-10,14,T22WES,SK,0.0,otsu_failed
337,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20170710T145911_N0500_R125_T22WES_20230901T062816_pB5_12_18_.tif,True,S2A,2017-07-10,14,T22WES,SK,0.0,otsu_failed
338,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20170710T145911_N0500_R125_T22WES_20230901T062816_pB5_18_17_.tif,True,S2A,2017-07-10,14,T22WES,SK,0.0,otsu_failed
339,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20170815T151911_N0500_R068_T22WDB_20230821T111929_pB5_7_2_.tif,True,S2A,2017-08-15,15,T22WDB,SK,0.0049,ok
340,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20170831T140011_N0500_R010_T25WER_20230831T055412_pB5_27_19_.tif,True,S2A,2017-08-31,14,T25WER,KQ,0.0227,ok
341,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20170913T141001_N0500_R053_T24WWT_20230823T170052_pB5_11_8_.tif,True,S2A,2017-09-13,14,T24WWT,SK,0.0,otsu_failed
342,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190705T141011_N0500_R053_T24WWT_20230603T191421_pB5_10_12_.tif,True,S2A,2019-07-05,14,T24WWT,SK,0.0333,ok
343,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20200822T152911_N0209_R111_T21WXU_20200822T191829_pB2_19_32_.tif,True,S2A,2020-08-22,15,T21WXU,SK,0.0199,ok
344,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20210729T145921_N0500_R125_T22WES_20230122T163521_pB5_24_23_.tif,True,S2A,2021-07-29,14,T22WES,SK,0.0,otsu_failed
345,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20210917T145921_N0500_R125_T22WES_20230113T075502_pB5_21_19_.tif,True,S2A,2021-09-17,14,T22WES,SK,0.4205,ok
346,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536_pB5_19_17_.tif,True,S2B,2017-08-01,14,T22WES,SK,0.0,otsu_failed
347,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536_pB5_23_22_.tif,True,S2B,2017-08-01,14,T22WES,SK,0.0,otsu_failed
348,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20170801T144919_N0500_R082_T22WES_20230804T124536_pB5_5_15_.tif,True,S2B,2017-08-01,14,T22WES,SK,0.0,otsu_failed
349,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20170802T141949_N0500_R096_T24WWU_20230804T130632_pB5_16_21_.tif,True,S2B,2017-08-02,14,T24WWU,SK,0.101,ok
350,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20170809T141009_N0500_R053_T24WWU_20230804T231749_pB5_21_20_.tif,True,S2B,2017-08-09,14,T24WWU,SK,0.1346,ok
351,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20180715T140739_N0500_R053_T24WWU_20230712T120037_pB5_6_14_.tif,True,S2B,2018-07-15,14,T24WWU,SK,0.0,otsu_failed
352,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20180824T140729_N0500_R053_T25WER_20230813T110012_pB5_7_13_.tif,True,S2B,2018-08-24,14,T25WER,KQ,0.1142,ok
353,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20180913T140829_N0500_R053_T24WWU_20230707T095241_pB5_8_24_.tif,True,S2B,2018-09-13,14,T24WWU,SK,0.0,otsu_failed
354,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20190812T141749_N0500_R096_T24WWU_20230505T121941_pB5_25_21_.tif,True,S2B,2019-08-12,14,T24WWU,SK,0.0,otsu_failed
355,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20200717T141739_N0209_R096_T24WWU_20200717T143551_pB2_24_11_.tif,True,S2B,2020-07-17,14,T24WWU,SK,0.0,otsu_failed
356,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20200805T144759_N0500_R082_T22WES_20230403T042612_pB5_5_15_.tif,True,S2B,2020-08-05,14,T22WES,SK,0.0,otsu_failed
357,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20200823T140739_N0500_R053_T24WWU_20230321T131119_pB5_30_32_.tif,True,S2B,2020-08-23,14,T24WWU,SK,0.0,otsu_failed
358,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20200830T135739_N0500_R010_T25WER_20230321T193340_pB5_35_1_.tif,True,S2B,2020-08-30,13,T25WER,KQ,0.0,otsu_failed
359,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20210917T140729_N0500_R053_T24WWU_20230115T022255_pB5_8_22_.tif,True,S2B,2021-09-17,14,T24WWU,SK,0.0,otsu_failed
360,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20220714T140739_N0400_R053_T24WWU_20220714T173724_pB4_6_20_.tif,True,S2B,2022-07-14,14,T24WWU,SK,0.504,ok
361,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20220912T140739_N0400_R053_T24WWU_20220912T173328_pB4_7_17_.tif,True,S2B,2022-09-12,14,T24WWU,SK,0.0,otsu_failed
362,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190705T141011_N0500_R053_T24WWU_20230603T191421_pB5_6_20_.tif,True,S2A,2019-07-05,14,T24WWU,SK,0.7986,ok
363,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20170710T145911_N0500_R125_T22WES_20230901T062816_pB5_26_25_.tif,True,S2A,2017-07-10,14,T22WES,SK,0.0,otsu_failed
364,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160802T141952_N0500_R096_T24WWU_20231001T172901_pB5_6_26_.tif,True,S2A,2016-08-02,14,T24WWU,SK,0.0,otsu_failed
365,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20230807T152811_N0510_R111_T22WDB_20240821T092719_pB5_10_36_.tif,True,S2A,2023-08-07,15,T22WDB,SK,0.3015,ok
366,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190705T141011_N0500_R053_T24WWU_20230603T191421_pB5_6_32_.tif,True,S2A,2019-07-05,14,T24WWU,SK,0.0,otsu_failed
367,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160823T135032_N0500_R110_T25WER_20230929T041536_pB5_10_23_.tif,True,S2A,2016-08-23,13,T25WER,KQ,0.0,otsu_failed
368,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160731T151912_N0500_R068_T22WDC_20231007T093618_pB5_16_38_.tif,True,S2A,2016-07-31,15,T22WDC,SK,0.0,otsu_failed
369,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20240727T152809_N0511_R111_T22WDC_20240727T172749_pB5_13_30_.tif,True,S2B,2024-07-27,15,T22WDC,SK,0.0,otsu_failed
370,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20170808T152911_N0500_R111_T22WDB_20230829T170819_pB5_11_38_.tif,True,S2A,2017-08-08,15,T22WDB,SK,0.0,otsu_failed
371,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160725T145922_N0500_R125_T22WES_20231004T134617_pB5_10_16_.tif,True,S2A,2016-07-25,14,T22WES,SK,0.0,otsu_failed
372,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20170710T145911_N0500_R125_T22WES_20230901T062816_pB5_20_17_.tif,True,S2A,2017-07-10,14,T22WES,SK,0.0,otsu_failed
373,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20210830T140021_N0500_R010_T25WES_20230121T132724_pB5_36_1_.tif,True,S2A,2021-08-30,14,T25WES,KQ,0.0,otsu_failed
374,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20170710T145911_N0500_R125_T22WES_20230901T062816_pB5_11_17_.tif,True,S2A,2017-07-10,14,T22WES,SK,0.0,otsu_failed
375,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20200704T140739_N0500_R053_T24WWU_20230320T152013_pB5_23_11_.tif,True,S2B,2020-07-04,14,T24WWU,SK,0.0,otsu_failed
376,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20200825T140021_N0209_R010_T25WER_20200825T174728_pB2_14_13_.tif,True,S2A,2020-08-25,14,T25WER,KQ,0.0397,ok
377,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160725T145922_N0500_R125_T22WES_20231004T134617_pB5_19_17_.tif,True,S2A,2016-07-25,14,T22WES,SK,0.0,otsu_failed
378,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20170710T145911_N0500_R125_T22WES_20230901T062816_pB5_19_17_.tif,True,S2A,2017-07-10,14,T22WES,SK,0.0,otsu_failed
379,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20210729T145921_N0500_R125_T22WES_20230122T163521_pB5_5_15_.tif,True,S2A,2021-07-29,14,T22WES,SK,0.0,otsu_failed
380,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20190714T134739_N0500_R110_T25WER_20230528T040828_pB5_27_33_.tif,True,S2B,2019-07-14,13,T25WER,KQ,0.0024,ok
381,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20170831T140011_N0500_R010_T25WER_20230831T055412_pB5_4_9_.tif,True,S2A,2017-08-31,14,T25WER,KQ,0.2776,ok
382,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20190819T140739_N0500_R053_T25WES_20230512T221421_pB5_35_7_.tif,True,S2B,2019-08-19,14,T25WES,KQ,0.0,otsu_failed
383,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160725T145922_N0500_R125_T22WES_20231004T134617_pB5_12_14_.tif,True,S2A,2016-07-25,14,T22WES,SK,0.1284,ok
384,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20210729T145921_N0500_R125_T22WES_20230122T163521_pB5_9_9_.tif,True,S2A,2021-07-29,14,T22WES,SK,0.0,otsu_failed
385,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20220714T140739_N0400_R053_T24WWU_20220714T173724_pB4_11_27_.tif,True,S2B,2022-07-14,14,T24WWU,SK,0.0,otsu_failed
386,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160725T145922_N0500_R125_T22WES_20231004T134617_pB5_21_18_.tif,True,S2A,2016-07-25,14,T22WES,SK,0.0,otsu_failed
387,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20170710T145911_N0500_R125_T22WES_20230901T062816_pB5_25_24_.tif,True,S2A,2017-07-10,14,T22WES,SK,0.0,otsu_failed
388,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20210917T140729_N0500_R053_T24WWU_20230115T022255_pB5_11_24_.tif,True,S2B,2021-09-17,14,T24WWU,SK,0.0,otsu_failed
389,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20200822T152911_N0209_R111_T21WXU_20200822T191829_pB2_28_40_.tif,True,S2A,2020-08-22,15,T21WXU,SK,0.0,otsu_failed
390,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20190903T141011_N0500_R053_T24WWU_20230501T094031_pB5_8_26_.tif,True,S2A,2019-09-03,14,T24WWU,SK,0.1612,ok
391,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20210729T145921_N0500_R125_T22WES_20230122T163521_pB5_12_18_.tif,True,S2A,2021-07-29,14,T22WES,SK,0.0,otsu_failed
392,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20170710T145911_N0500_R125_T22WES_20230901T062816_pB5_22_19_.tif,True,S2A,2017-07-10,14,T22WES,SK,0.0,otsu_failed
393,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160923T145932_N0500_R125_T22WES_20231006T022513_pB5_22_20_.tif,True,S2A,2016-09-23,14,T22WES,SK,0.0,otsu_failed
394,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20170710T145911_N0500_R125_T22WES_20230901T062816_pB5_18_16_.tif,True,S2A,2017-07-10,14,T22WES,SK,0.3788,ok
395,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20210729T140739_N0500_R053_T25WES_20230123T052415_pB5_35_1_.tif,True,S2B,2021-07-29,14,T25WES,KQ,0.0,otsu_failed
396,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2B_MSIL1C_20240911T140739_N0511_R053_T24WWU_20240911T160952_pB5_18_20_.tif,True,S2B,2024-09-11,14,T24WWU,SK,0.0191,ok
397,/mnt/research/v.gomezgilyaspik/students/smishra/S2-iceberg-areas/S2UnetPlusPlus/imgs/S2A_MSIL1C_20160923T145932_N0500_R125_T22WES_20231006T022513_pB5_24_24_.tif,True,S2A,2016-09-23,14,T22WES,SK,0.0,otsu_failed
