chip_stem,region,sza_bin,ic_frac,n_polys_c4,n_polys_c8,area_m2_c4,area_m2_c8,delta_n,delta_area_m2
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0768_c6144,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0768_c6400,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0768_c6656,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0768_c6912,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0768_c7168,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0768_c7424,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0768_c7680,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0768_c7936,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0768_c8192,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0768_c8448,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0768_c8704,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0768_c8960,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0768_c9216,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0768_c9472,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0768_c9728,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0768_c9984,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WES_20230305T173153_r10240_c2304,KQ,sza_70_75,0.03076171875,95,93,201600.0,201600.0,2,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WES_20230305T173153_r10496_c2048,KQ,sza_70_75,0.137786865234375,320,295,903000.0,903000.0,25,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WES_20230305T173153_r10496_c2304,KQ,sza_70_75,0.070770263671875,102,95,463800.0,463800.0,7,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WES_20230305T173153_r9472_c1536,KQ,sza_70_75,0.0395660400390625,298,286,259300.0,259300.0,12,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WES_20230305T173153_r9472_c1792,KQ,sza_70_75,0.12762451171875,640,591,836400.0,836400.0,49,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WES_20230305T173153_r9472_c2048,KQ,sza_70_75,0.0722808837890625,742,685,473700.0,473700.0,57,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WES_20230305T173153_r9728_c1792,KQ,sza_70_75,0.039886474609375,177,170,261400.0,261400.0,7,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WES_20230305T173153_r9728_c2048,KQ,sza_70_75,0.027679443359375,188,182,181400.0,181400.0,6,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WES_20230305T173153_r9984_c1792,KQ,sza_70_75,0.0622100830078125,290,270,407700.0,407700.0,20,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WES_20230305T173153_r9984_c2048,KQ,sza_70_75,0.0583343505859375,348,326,382300.0,382300.0,22,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WES_20230305T173153_r9984_c2304,KQ,sza_70_75,0.046051025390625,155,153,301800.0,301800.0,2,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r10240_c0000,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r10240_c0256,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r10240_c0512,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r10496_c0000,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r10496_c0256,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r10496_c0512,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r5888_c0512,KQ,sza_70_75,0.0460357666015625,50,41,301700.0,301700.0,9,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r6144_c0256,KQ,sza_70_75,0.0785675048828125,109,98,514900.0,514900.0,11,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r6144_c0512,KQ,sza_70_75,0.00311279296875,33,33,20400.0,20400.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r6400_c0000,KQ,sza_70_75,0.0284271240234375,69,54,186300.0,186300.0,15,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r6400_c0256,KQ,sza_70_75,0.0215911865234375,41,35,141500.0,141500.0,6,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r6400_c0512,KQ,sza_70_75,0.0106048583984375,63,55,69500.0,69500.0,8,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r6656_c0000,KQ,sza_70_75,0.0977935791015625,35,32,640900.0,640900.0,3,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r6656_c0256,KQ,sza_70_75,0.01800537109375,31,28,118000.0,118000.0,3,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r6656_c0512,KQ,sza_70_75,0.014007568359375,21,20,91800.0,91800.0,1,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r6912_c0000,KQ,sza_70_75,0.058868408203125,123,108,385800.0,385800.0,15,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r6912_c0256,KQ,sza_70_75,0.01544189453125,67,57,101200.0,101200.0,10,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r6912_c0512,KQ,sza_70_75,0.0023345947265625,17,15,15300.0,15300.0,2,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r7168_c0512,KQ,sza_70_75,0.14691162109375,132,108,962800.0,962800.0,24,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r8192_c0000,KQ,sza_70_75,0.0874786376953125,115,96,573300.0,573300.0,19,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r8448_c0000,KQ,sza_70_75,0.0028839111328125,15,14,18900.0,18900.0,1,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r8448_c0256,KQ,sza_70_75,0.017059326171875,71,62,111800.0,111800.0,9,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r8448_c0512,KQ,sza_70_75,0.0585174560546875,109,93,383500.0,383500.0,16,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r8704_c0000,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r8704_c0256,KQ,sza_70_75,4.57763671875e-05,2,2,300.0,300.0,0,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r8704_c0512,KQ,sza_70_75,0.008148193359375,20,18,53400.0,53400.0,2,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r8960_c0000,KQ,sza_70_75,0.000732421875,11,9,4800.0,4800.0,2,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r8960_c0256,KQ,sza_70_75,0.0174102783203125,53,48,114100.0,114100.0,5,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r8960_c0512,KQ,sza_70_75,0.05255126953125,122,102,344400.0,344400.0,20,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r9216_c0000,KQ,sza_70_75,0.0022735595703125,23,21,14900.0,14900.0,2,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r9216_c0256,KQ,sza_70_75,0.0540008544921875,148,123,353900.0,353900.0,25,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r9216_c0512,KQ,sza_70_75,0.040191650390625,128,110,263400.0,263400.0,18,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r9472_c0000,KQ,sza_70_75,0.002655029296875,42,41,17400.0,17400.0,1,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r9472_c0256,KQ,sza_70_75,0.030548095703125,115,95,200200.0,200200.0,20,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r9472_c0512,KQ,sza_70_75,0.143035888671875,200,151,937400.0,937400.0,49,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r9728_c0000,KQ,sza_70_75,0.01226806640625,55,43,80400.0,80400.0,12,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r9728_c0256,KQ,sza_70_75,0.0272064208984375,67,55,178300.0,178300.0,12,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r9728_c0512,KQ,sza_70_75,0.0717926025390625,139,111,470500.0,470500.0,28,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r9984_c0000,KQ,sza_70_75,0.04888916015625,80,73,320400.0,320400.0,7,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r9984_c0256,KQ,sza_70_75,0.0089111328125,21,17,58400.0,58400.0,4,0.0
S2B_MSIL1C_20201009T140009_N0500_R010_T25WFR_20230305T173153_r9984_c0512,KQ,sza_70_75,0.0048980712890625,31,24,32100.0,32100.0,7,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r10240_c10240,KQ,sza_70_75,0.00543212890625,4,3,35600.0,35600.0,1,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r10240_c10496,KQ,sza_70_75,0.006317138671875,4,4,41400.0,41400.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r10240_c9984,KQ,sza_70_75,0.021392822265625,14,13,140200.0,140200.0,1,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r10496_c10240,KQ,sza_70_75,0.003814697265625,1,1,25000.0,25000.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r10496_c10496,KQ,sza_70_75,4.57763671875e-05,1,1,300.0,300.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r10496_c9984,KQ,sza_70_75,0.0027923583984375,3,3,18300.0,18300.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r8960_c10496,KQ,sza_70_75,0.046295166015625,22,22,303400.0,303400.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r9216_c10240,KQ,sza_70_75,0.0023040771484375,25,25,15100.0,15100.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r9216_c10496,KQ,sza_70_75,0.0017547607421875,15,15,11500.0,11500.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r9216_c9984,KQ,sza_70_75,0.0345306396484375,374,351,226300.0,226300.0,23,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r9472_c10240,KQ,sza_70_75,0.001373291015625,16,16,9000.0,9000.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r9472_c9984,KQ,sza_70_75,0.0095672607421875,184,177,62700.0,62700.0,7,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r9728_c10496,KQ,sza_70_75,0.0806427001953125,36,32,528500.0,528500.0,4,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r9728_c9984,KQ,sza_70_75,0.0094451904296875,36,33,61900.0,61900.0,3,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r9984_c10240,KQ,sza_70_75,0.0428924560546875,29,25,281100.0,281100.0,4,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r9984_c10496,KQ,sza_70_75,0.01641845703125,6,6,107600.0,107600.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r9984_c9984,KQ,sza_70_75,0.039215087890625,51,47,257000.0,257000.0,4,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c0000,KQ,sza_70_75,0.045257568359375,40,36,296600.0,296600.0,4,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c0256,KQ,sza_70_75,0.0379638671875,17,15,248800.0,248800.0,2,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c0512,KQ,sza_70_75,0.017059326171875,8,8,111800.0,111800.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c0768,KQ,sza_70_75,0.0011444091796875,6,6,7500.0,7500.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c1024,KQ,sza_70_75,0.001190185546875,11,10,7800.0,7800.0,1,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c10240,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c10496,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c1280,KQ,sza_70_75,0.0035400390625,11,10,23200.0,23200.0,1,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c1536,KQ,sza_70_75,0.019134521484375,18,14,125400.0,125400.0,4,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c1792,KQ,sza_70_75,0.0087432861328125,16,14,57300.0,57300.0,2,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c2048,KQ,sza_70_75,0.0358123779296875,30,27,234700.0,234700.0,3,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c2304,KQ,sza_70_75,0.0091552734375,7,7,60000.0,60000.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c2560,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c2816,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c3072,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c3328,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c3584,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c3840,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c4096,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c4352,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c4608,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c4864,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c5120,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c5376,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c5632,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c5888,KQ,sza_70_75,3.0517578125e-05,2,2,200.0,200.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c6144,KQ,sza_70_75,0.000152587890625,5,5,1000.0,1000.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c6400,KQ,sza_70_75,7.62939453125e-05,3,3,500.0,500.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c6656,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c6912,KQ,sza_70_75,1.52587890625e-05,1,1,100.0,100.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c7168,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c7424,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c7680,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c7936,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c8192,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c8448,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c8704,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c8960,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c9216,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c9472,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c9728,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0000_c9984,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c0000,KQ,sza_70_75,0.0191497802734375,14,13,125500.0,125500.0,1,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c0256,KQ,sza_70_75,0.007080078125,5,4,46400.0,46400.0,1,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c0512,KQ,sza_70_75,0.00469970703125,2,2,30800.0,30800.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c0768,KQ,sza_70_75,0.0006256103515625,3,3,4100.0,4100.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c1024,KQ,sza_70_75,0.007415771484375,4,4,48600.0,48600.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c10240,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c10496,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c1280,KQ,sza_70_75,0.0076141357421875,6,6,49900.0,49900.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c1536,KQ,sza_70_75,0.0003814697265625,3,3,2500.0,2500.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c1792,KQ,sza_70_75,3.0517578125e-05,1,1,200.0,200.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c2048,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c2304,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c2560,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c2816,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c3072,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c3328,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c3584,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c3840,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c4096,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c4352,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c4608,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c4864,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c5120,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c5376,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c5632,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c5888,KQ,sza_70_75,7.62939453125e-05,3,3,500.0,500.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c6144,KQ,sza_70_75,0.000213623046875,8,8,1400.0,1400.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c6400,KQ,sza_70_75,0.00018310546875,5,5,1200.0,1200.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c6656,KQ,sza_70_75,0.0001068115234375,2,2,700.0,700.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c6912,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c7168,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c7424,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c7680,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c7936,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c8192,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c8448,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c8704,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c8960,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c9216,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c9472,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20211001T134859_N0500_R110_T25WEQ_20230112T231721_r0256_c9728,KQ,sza_70_75,0.0,0,0,0.0,0.0,0,0.0
