chip_stem,region,sza_bin,ic_frac,n_polys_c4,n_polys_c8,area_m2_c4,area_m2_c8,delta_n,delta_area_m2
S2B_MSIL1C_20190901T141739_N0500_R096_T24WWU_20230430T074228_r8960_c5120,SK,sza_lt65,0.0291748046875,121,119,191200.0,191200.0,2,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WWU_20230430T074228_r9216_c3072,SK,sza_lt65,0.0732574462890625,319,278,480100.0,480100.0,41,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WWU_20230430T074228_r9216_c3328,SK,sza_lt65,0.0956573486328125,94,92,626900.0,626900.0,2,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WWU_20230430T074228_r9216_c4608,SK,sza_lt65,0.0268096923828125,61,60,175700.0,175700.0,1,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WWU_20230430T074228_r9216_c4864,SK,sza_lt65,0.0555419921875,114,111,364000.0,364000.0,3,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WWU_20230430T074228_r9216_c5120,SK,sza_lt65,0.0500946044921875,93,91,328300.0,328300.0,2,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WWU_20230430T074228_r9472_c3584,SK,sza_lt65,0.0254669189453125,82,79,166900.0,166900.0,3,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WWU_20230430T074228_r9472_c4608,SK,sza_lt65,0.0453338623046875,51,51,297100.0,297100.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WWU_20230430T074228_r9472_c4864,SK,sza_lt65,0.0099334716796875,86,85,65100.0,65100.0,1,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WWU_20230430T074228_r9472_c5120,SK,sza_lt65,0.0426025390625,71,64,279200.0,279200.0,7,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WWU_20230430T074228_r9728_c3584,SK,sza_lt65,0.08734130859375,68,61,572400.0,572400.0,7,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WWU_20230430T074228_r9728_c3840,SK,sza_lt65,0.02947998046875,42,41,193200.0,193200.0,1,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WWU_20230430T074228_r9728_c4608,SK,sza_lt65,0.031890869140625,41,40,209000.0,209000.0,1,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WWU_20230430T074228_r9728_c4864,SK,sza_lt65,0.0111846923828125,38,38,73300.0,73300.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WWU_20230430T074228_r9728_c5120,SK,sza_lt65,0.05810546875,77,73,380800.0,380800.0,4,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WWU_20230430T074228_r9984_c4352,SK,sza_lt65,0.005706787109375,39,38,37400.0,37400.0,1,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WWU_20230430T074228_r9984_c4608,SK,sza_lt65,0.0022430419921875,27,27,14700.0,14700.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WWU_20230430T074228_r9984_c4864,SK,sza_lt65,0.0074462890625,32,32,48800.0,48800.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r10240_c0000,SK,sza_lt65,0.0189208984375,12,11,124000.0,124000.0,1,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r10496_c0000,SK,sza_lt65,0.0777435302734375,21,18,509500.0,509500.0,3,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r3072_c0000,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r3072_c0256,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r3328_c0000,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r3328_c0256,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r3328_c0512,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r3328_c0768,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r3584_c0000,SK,sza_lt65,4.57763671875e-05,1,1,300.0,300.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r3584_c0256,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r3584_c0512,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r3584_c0768,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r3840_c0000,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r3840_c0256,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r3840_c0512,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r3840_c0768,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r4096_c0000,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r4096_c0256,SK,sza_lt65,0.0001678466796875,1,1,1100.0,1100.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r4096_c0512,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r4096_c0768,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r4352_c0000,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r4352_c0256,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r4352_c0512,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r4352_c0768,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r4608_c0000,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r4608_c0256,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r4608_c0512,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r4608_c0768,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r4864_c0000,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r4864_c0256,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r4864_c0512,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r4864_c0768,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r5120_c0000,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r5120_c0256,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r5120_c0512,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r5120_c0768,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r5376_c0000,SK,sza_lt65,0.0048980712890625,2,2,32100.0,32100.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r5376_c0256,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r5376_c0512,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r5376_c0768,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r5632_c0000,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r5632_c0256,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r5632_c0512,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r5632_c0768,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r5888_c0000,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r5888_c0256,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r5888_c0512,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r5888_c0768,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r6144_c0000,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r6144_c0256,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r6144_c0512,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r6144_c0768,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r6400_c0000,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r6400_c0256,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r6400_c0512,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r6400_c0768,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r6656_c0000,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r6656_c0256,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r6656_c0512,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r6656_c0768,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r6912_c0000,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r6912_c0256,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r6912_c0512,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r6912_c0768,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r7168_c0000,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r7168_c0256,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r7168_c0512,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r7168_c0768,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r7424_c0000,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r7424_c0256,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r7424_c0512,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r7424_c0768,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r7680_c0000,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r7680_c0256,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r7680_c0512,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r7680_c0768,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r7936_c0000,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r7936_c0256,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r7936_c0512,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r7936_c0768,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r8192_c0000,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r8192_c0256,SK,sza_lt65,0.0016632080078125,2,2,10900.0,10900.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r8192_c0512,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r8192_c0768,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r8448_c0000,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r8448_c0256,SK,sza_lt65,0.0005035400390625,4,4,3300.0,3300.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r8448_c0512,SK,sza_lt65,0.008514404296875,10,10,55800.0,55800.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r8448_c0768,SK,sza_lt65,0.0204925537109375,22,19,134300.0,134300.0,3,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r8704_c0000,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r8704_c0256,SK,sza_lt65,0.0460357666015625,21,17,301700.0,301700.0,4,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r8704_c0512,SK,sza_lt65,0.031707763671875,30,23,207800.0,207800.0,7,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r8960_c0000,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r8960_c0256,SK,sza_lt65,0.1301727294921875,46,43,853100.0,853100.0,3,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r8960_c0512,SK,sza_lt65,0.063262939453125,38,33,414600.0,414600.0,5,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r8960_c0768,SK,sza_lt65,0.0486907958984375,15,15,319100.0,319100.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r9216_c0000,SK,sza_lt65,0.042236328125,29,26,276800.0,276800.0,3,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r9216_c0768,SK,sza_lt65,0.0677642822265625,45,39,444100.0,444100.0,6,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r9472_c0000,SK,sza_lt65,0.0056304931640625,23,20,36900.0,36900.0,3,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r9728_c0000,SK,sza_lt65,0.0041961669921875,5,5,27500.0,27500.0,0,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r9728_c0256,SK,sza_lt65,0.0138092041015625,24,23,90500.0,90500.0,1,0.0
S2B_MSIL1C_20190901T141739_N0500_R096_T24WXT_20230430T074228_r9984_c0000,SK,sza_lt65,0.0,0,0,0.0,0.0,0,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r10240_c4352,SK,sza_lt65,0.082061767578125,27,23,537800.0,537800.0,4,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r4608_c6912,SK,sza_lt65,0.1075286865234375,791,750,704700.0,704700.0,41,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r4864_c6656,SK,sza_lt65,0.0797882080078125,520,511,522900.0,522900.0,9,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r5376_c4608,SK,sza_lt65,0.075347900390625,47,45,493800.0,493800.0,2,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r5376_c6400,SK,sza_lt65,0.116363525390625,499,487,762600.0,762600.0,12,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r5632_c5888,SK,sza_lt65,0.0890045166015625,432,420,583300.0,583300.0,12,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r5632_c6400,SK,sza_lt65,0.1269989013671875,759,726,832300.0,832300.0,33,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r5888_c5376,SK,sza_lt65,0.1324005126953125,386,374,867700.0,867700.0,12,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r5888_c5632,SK,sza_lt65,0.059051513671875,368,362,387000.0,387000.0,6,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r5888_c5888,SK,sza_lt65,0.0522918701171875,387,380,342700.0,342700.0,7,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r5888_c6144,SK,sza_lt65,0.0882568359375,465,451,578400.0,578400.0,14,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r5888_c6400,SK,sza_lt65,0.048370361328125,349,340,317000.0,317000.0,9,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r6144_c5376,SK,sza_lt65,0.1001129150390625,453,441,656100.0,656100.0,12,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r6144_c5632,SK,sza_lt65,0.0718231201171875,450,440,470700.0,470700.0,10,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r6144_c5888,SK,sza_lt65,0.0677490234375,449,441,444000.0,444000.0,8,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r6144_c6144,SK,sza_lt65,0.06988525390625,490,484,458000.0,458000.0,6,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r6400_c5376,SK,sza_lt65,0.11053466796875,421,409,724400.0,724400.0,12,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r6400_c5632,SK,sza_lt65,0.1026458740234375,477,465,672700.0,672700.0,12,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r6400_c5888,SK,sza_lt65,0.075469970703125,506,499,494600.0,494600.0,7,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r6400_c6144,SK,sza_lt65,0.0920257568359375,426,414,603100.0,603100.0,12,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r6656_c4864,SK,sza_lt65,0.1119384765625,321,303,733600.0,733600.0,18,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r6656_c5376,SK,sza_lt65,0.0463714599609375,323,317,303900.0,303900.0,6,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r6656_c5632,SK,sza_lt65,0.0690460205078125,469,466,452500.0,452500.0,3,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r6656_c5888,SK,sza_lt65,0.07269287109375,539,522,476400.0,476400.0,17,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r6912_c5376,SK,sza_lt65,0.03424072265625,293,290,224400.0,224400.0,3,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r6912_c5632,SK,sza_lt65,0.0626678466796875,434,423,410700.0,410700.0,11,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r6912_c5888,SK,sza_lt65,0.0809326171875,413,404,530400.0,530400.0,9,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r7168_c5376,SK,sza_lt65,0.0648956298828125,263,256,425300.0,425300.0,7,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r7168_c5632,SK,sza_lt65,0.1182403564453125,191,171,774900.0,774900.0,20,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r7424_c4864,SK,sza_lt65,0.04888916015625,121,115,320400.0,320400.0,6,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r7680_c4864,SK,sza_lt65,0.0051116943359375,67,67,33500.0,33500.0,0,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r7680_c5120,SK,sza_lt65,0.021820068359375,89,89,143000.0,143000.0,0,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r7936_c4864,SK,sza_lt65,0.013763427734375,76,74,90200.0,90200.0,2,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r7936_c5120,SK,sza_lt65,0.0085906982421875,51,51,56300.0,56300.0,0,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r7936_c5376,SK,sza_lt65,0.0339508056640625,61,58,222500.0,222500.0,3,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r8192_c4864,SK,sza_lt65,0.0252838134765625,14,14,165700.0,165700.0,0,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r8192_c5120,SK,sza_lt65,0.0114593505859375,39,39,75100.0,75100.0,0,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r8448_c2816,SK,sza_lt65,0.002716064453125,61,60,17800.0,17800.0,1,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r8448_c4864,SK,sza_lt65,0.0061492919921875,18,18,40300.0,40300.0,0,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r8448_c5120,SK,sza_lt65,0.0018310546875,24,24,12000.0,12000.0,0,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r8704_c2816,SK,sza_lt65,0.1322174072265625,103,91,866500.0,866500.0,12,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r8704_c4096,SK,sza_lt65,0.12884521484375,25,19,844400.0,844400.0,6,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r8704_c4864,SK,sza_lt65,0.003021240234375,19,19,19800.0,19800.0,0,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r8960_c2560,SK,sza_lt65,0.1317901611328125,131,115,863700.0,863700.0,16,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r8960_c3072,SK,sza_lt65,0.1301727294921875,79,70,853100.0,853100.0,9,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r8960_c4608,SK,sza_lt65,0.02398681640625,36,36,157200.0,157200.0,0,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r8960_c4864,SK,sza_lt65,0.0039825439453125,31,30,26100.0,26100.0,1,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r9216_c3072,SK,sza_lt65,0.0198516845703125,80,68,130100.0,130100.0,12,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r9216_c3328,SK,sza_lt65,0.075927734375,34,30,497600.0,497600.0,4,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r9216_c3584,SK,sza_lt65,0.1379241943359375,31,26,903900.0,903900.0,5,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r9216_c4608,SK,sza_lt65,0.0262451171875,18,18,172000.0,172000.0,0,0.0
S2B_MSIL1C_20210903T142739_N0500_R139_T24WWU_20230110T020932_r9216_c4864,SK,sza_lt65,0.0033111572265625,20,19,21700.0,21700.0,1,0.0
