epoch,train_loss,val_loss,train_iou,val_iou,lr
1,1.840747,2.260343,0.210668,0.155460,1.00e-04
2,1.487368,2.081256,0.249575,0.224402,9.99e-05
3,1.292331,1.849236,0.306165,0.236857,9.98e-05
4,1.245243,1.731480,0.328848,0.226616,9.96e-05
5,1.170823,1.742469,0.387416,0.207835,9.94e-05
6,1.196509,1.902632,0.347440,0.193318,9.91e-05
7,1.090981,1.972193,0.414388,0.193483,9.88e-05
8,1.067383,2.009649,0.413516,0.193798,9.84e-05
9,1.126916,1.971538,0.413872,0.200704,9.80e-05
10,1.039191,2.023141,0.401591,0.199412,9.76e-05
11,1.013482,2.099859,0.442056,0.200871,9.71e-05
12,1.059815,2.137926,0.399445,0.199938,9.65e-05
13,0.999979,2.163118,0.459909,0.200949,9.59e-05
14,0.969405,2.171811,0.485988,0.199496,9.53e-05
15,1.021244,2.138372,0.419093,0.196965,9.46e-05
16,0.946605,2.117061,0.466155,0.203225,9.39e-05
17,0.943076,2.093006,0.483537,0.198570,9.31e-05
18,0.924452,2.141926,0.483902,0.203832,9.23e-05
19,0.943031,2.111586,0.490485,0.201235,9.14e-05
20,0.919339,2.114857,0.477159,0.206319,9.05e-05
21,0.894401,2.112324,0.520778,0.203946,8.96e-05
22,0.833618,2.146261,0.537382,0.202786,8.86e-05
23,0.870769,1.972927,0.549979,0.209898,8.76e-05
24,0.866502,2.057505,0.515192,0.206300,8.66e-05
25,0.841882,2.047434,0.541904,0.215732,8.55e-05
26,0.877325,2.048441,0.494620,0.214798,8.44e-05
27,0.786704,2.023838,0.567277,0.214014,8.32e-05
28,0.790072,2.110234,0.599998,0.211997,8.21e-05
29,0.828442,2.135757,0.564224,0.201708,8.08e-05
30,0.826428,1.890310,0.555600,0.217531,7.96e-05
31,0.771818,2.010042,0.549111,0.212862,7.83e-05
32,0.780048,2.027856,0.589214,0.220839,7.70e-05
33,0.736152,1.933072,0.612197,0.214026,7.57e-05
34,0.767666,1.959841,0.531295,0.216085,7.43e-05
35,0.776545,2.102063,0.562747,0.215966,7.30e-05
36,0.718399,2.282392,0.649174,0.213459,7.16e-05
37,0.726630,2.228869,0.588478,0.204675,7.02e-05
38,0.818880,2.162592,0.496283,0.210675,6.87e-05
39,0.729859,1.982222,0.591858,0.223743,6.73e-05
40,0.724649,1.919584,0.620960,0.215234,6.58e-05
41,0.707171,2.023398,0.591259,0.213273,6.43e-05
42,0.647113,2.001602,0.661026,0.221799,6.28e-05
43,0.661995,2.040004,0.653547,0.219051,6.13e-05
44,0.671614,2.035515,0.631432,0.217083,5.98e-05
45,0.703190,2.129100,0.585837,0.221142,5.82e-05
46,0.722550,2.123967,0.591799,0.225565,5.67e-05
47,0.646700,2.099858,0.646808,0.218105,5.52e-05
48,0.683327,2.168897,0.625612,0.216123,5.36e-05
49,0.667470,2.118597,0.620185,0.220243,5.21e-05
50,0.638724,2.071973,0.654627,0.220759,5.05e-05
51,0.651393,2.025410,0.653822,0.221573,4.89e-05
52,0.634034,1.966981,0.644275,0.221993,4.74e-05
53,0.656268,1.996804,0.617940,0.222559,4.58e-05
54,0.634780,1.987971,0.652903,0.225428,4.43e-05
55,0.624577,1.908322,0.688250,0.222873,4.28e-05
56,0.693685,2.050554,0.565075,0.220749,4.12e-05
57,0.668524,1.971339,0.636228,0.221859,3.97e-05
58,0.636679,1.885717,0.629226,0.220450,3.82e-05
59,0.670459,2.152327,0.580860,0.218658,3.67e-05
60,0.608272,2.115343,0.670799,0.218578,3.52e-05
61,0.726362,2.107958,0.619661,0.219696,3.37e-05
62,0.566232,2.301526,0.673762,0.221864,3.23e-05
63,0.621751,2.180606,0.667588,0.228381,3.08e-05
64,0.682306,2.149303,0.596961,0.226046,2.94e-05
