region,sza_bin,chip_stem,ndwi_threshold,band_skipped,cloud_skipped,cloud_fraction,ic_skipped,ic_frac,water_px,iceberg_px,n_polygons,total_area_m2
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r2816_c5376,0.05,False,False,0.0,False,0.1026458740234375,63293,6106,653,610600.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r2816_c5376,0.1,False,False,0.0,False,0.1026458740234375,57276,5164,787,516400.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r2816_c5632,-0.05,False,False,0.0,True,0.5546875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r2816_c5632,0.0,False,False,0.0,True,0.5546875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r2816_c5632,0.05,False,False,0.0,True,0.5546875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r2816_c5632,0.1,False,False,0.0,True,0.5546875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r2816_c5888,-0.05,False,False,0.0,True,0.53485107421875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r2816_c5888,0.0,False,False,0.0,True,0.53485107421875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r2816_c5888,0.05,False,False,0.0,True,0.53485107421875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r2816_c5888,0.1,False,False,0.0,True,0.53485107421875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c2048,-0.05,False,False,0.0,True,0.5306549072265625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c2048,0.0,False,False,0.0,True,0.5306549072265625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c2048,0.05,False,False,0.0,True,0.5306549072265625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c2048,0.1,False,False,0.0,True,0.5306549072265625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c2304,-0.05,False,False,0.0,True,0.5836334228515625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c2304,0.0,False,False,0.0,True,0.5836334228515625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c2304,0.05,False,False,0.0,True,0.5836334228515625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c2304,0.1,False,False,0.0,True,0.5836334228515625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c2560,-0.05,False,False,0.0,True,0.2900848388671875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c2560,0.0,False,False,0.0,True,0.2900848388671875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c2560,0.05,False,False,0.0,True,0.2900848388671875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c2560,0.1,False,False,0.0,True,0.2900848388671875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c2816,-0.05,False,False,0.0,True,0.343109130859375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c2816,0.0,False,False,0.0,True,0.343109130859375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c2816,0.05,False,False,0.0,True,0.343109130859375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c2816,0.1,False,False,0.0,True,0.343109130859375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c3072,-0.05,False,False,0.0,True,0.39080810546875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c3072,0.0,False,False,0.0,True,0.39080810546875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c3072,0.05,False,False,0.0,True,0.39080810546875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c3072,0.1,False,False,0.0,True,0.39080810546875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c3584,-0.05,False,False,0.0,True,0.3157958984375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c3584,0.0,False,False,0.0,True,0.3157958984375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c3584,0.05,False,False,0.0,True,0.3157958984375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c3584,0.1,False,False,0.0,True,0.3157958984375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c3840,-0.05,False,False,0.0,True,0.164794921875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c3840,0.0,False,False,0.0,True,0.164794921875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c3840,0.05,False,False,0.0,True,0.164794921875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c3840,0.1,False,False,0.0,True,0.164794921875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c4096,-0.05,False,False,0.0,True,0.299652099609375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c4096,0.0,False,False,0.0,True,0.299652099609375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c4096,0.05,False,False,0.0,True,0.299652099609375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c4096,0.1,False,False,0.0,True,0.299652099609375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c4352,-0.05,False,False,0.0,True,0.51470947265625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c4352,0.0,False,False,0.0,True,0.51470947265625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c4352,0.05,False,False,0.0,True,0.51470947265625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3072_c4352,0.1,False,False,0.0,True,0.51470947265625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c2816,-0.05,False,False,0.0,False,0.134857177734375,65512,8814,723,881400.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c2816,0.0,False,False,0.0,False,0.134857177734375,63197,8584,756,858400.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c2816,0.05,False,False,0.0,False,0.134857177734375,62555,8137,746,813700.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c2816,0.1,False,False,0.0,False,0.134857177734375,61029,7069,801,706900.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c3072,-0.05,False,False,0.0,False,0.126953125,62477,5261,806,526100.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c3072,0.0,False,False,0.0,False,0.126953125,62190,4976,764,497600.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c3072,0.05,False,False,0.0,False,0.126953125,62002,4845,726,484500.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c3072,0.1,False,False,0.0,False,0.126953125,61321,4308,775,430800.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c3328,-0.05,False,False,0.0,True,0.472503662109375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c3328,0.0,False,False,0.0,True,0.472503662109375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c3328,0.05,False,False,0.0,True,0.472503662109375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c3328,0.1,False,False,0.0,True,0.472503662109375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c3584,-0.05,False,False,0.0,True,0.2805633544921875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c3584,0.0,False,False,0.0,True,0.2805633544921875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c3584,0.05,False,False,0.0,True,0.2805633544921875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c3584,0.1,False,False,0.0,True,0.2805633544921875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c3840,-0.05,False,False,0.0,True,0.3612823486328125,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c3840,0.0,False,False,0.0,True,0.3612823486328125,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c3840,0.05,False,False,0.0,True,0.3612823486328125,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c3840,0.1,False,False,0.0,True,0.3612823486328125,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c4096,-0.05,False,False,0.0,True,0.2975006103515625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c4096,0.0,False,False,0.0,True,0.2975006103515625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c4096,0.05,False,False,0.0,True,0.2975006103515625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c4096,0.1,False,False,0.0,True,0.2975006103515625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c4352,-0.05,False,False,0.0,False,0.1275177001953125,62558,5379,324,537900.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c4352,0.0,False,False,0.0,False,0.1275177001953125,59206,2099,494,209900.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c4352,0.05,False,False,0.0,False,0.1275177001953125,56407,949,105,94900.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c4352,0.1,False,False,0.0,False,0.1275177001953125,54803,877,98,87700.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c4608,-0.05,False,False,0.0,True,0.4115447998046875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c4608,0.0,False,False,0.0,True,0.4115447998046875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c4608,0.05,False,False,0.0,True,0.4115447998046875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3328_c4608,0.1,False,False,0.0,True,0.4115447998046875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c3072,-0.05,False,False,0.0,True,0.1890106201171875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c3072,0.0,False,False,0.0,True,0.1890106201171875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c3072,0.05,False,False,0.0,True,0.1890106201171875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c3072,0.1,False,False,0.0,True,0.1890106201171875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c3328,-0.05,False,False,0.0,False,0.08447265625,65536,5536,641,553600.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c3328,0.0,False,False,0.0,False,0.08447265625,65536,5536,641,553600.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c3328,0.05,False,False,0.0,False,0.08447265625,65533,5534,640,553400.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c3328,0.1,False,False,0.0,False,0.08447265625,65374,5402,649,540200.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c3584,-0.05,False,False,0.0,True,0.1939239501953125,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c3584,0.0,False,False,0.0,True,0.1939239501953125,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c3584,0.05,False,False,0.0,True,0.1939239501953125,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c3584,0.1,False,False,0.0,True,0.1939239501953125,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c3840,-0.05,False,False,0.0,True,0.498046875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c3840,0.0,False,False,0.0,True,0.498046875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c3840,0.05,False,False,0.0,True,0.498046875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c3840,0.1,False,False,0.0,True,0.498046875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c4096,-0.05,False,False,0.0,True,0.33551025390625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c4096,0.0,False,False,0.0,True,0.33551025390625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c4096,0.05,False,False,0.0,True,0.33551025390625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c4096,0.1,False,False,0.0,True,0.33551025390625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c4352,-0.05,False,False,0.0,False,0.0438232421875,65536,2872,217,287200.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c4352,0.0,False,False,0.0,False,0.0438232421875,65536,2872,217,287200.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c4352,0.05,False,False,0.0,False,0.0438232421875,65487,2825,220,282500.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c4352,0.1,False,False,0.0,False,0.0438232421875,65227,2614,237,261400.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c4608,-0.05,False,False,0.0,True,0.2678680419921875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c4608,0.0,False,False,0.0,True,0.2678680419921875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c4608,0.05,False,False,0.0,True,0.2678680419921875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c4608,0.1,False,False,0.0,True,0.2678680419921875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c4864,-0.05,False,False,0.0,True,0.439208984375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c4864,0.0,False,False,0.0,True,0.439208984375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c4864,0.05,False,False,0.0,True,0.439208984375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3584_c4864,0.1,False,False,0.0,True,0.439208984375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c3072,-0.05,False,False,0.0,True,0.3117828369140625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c3072,0.0,False,False,0.0,True,0.3117828369140625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c3072,0.05,False,False,0.0,True,0.3117828369140625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c3072,0.1,False,False,0.0,True,0.3117828369140625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c3328,-0.05,False,False,0.0,True,0.1546173095703125,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c3328,0.0,False,False,0.0,True,0.1546173095703125,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c3328,0.05,False,False,0.0,True,0.1546173095703125,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c3328,0.1,False,False,0.0,True,0.1546173095703125,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c3584,-0.05,False,False,0.0,False,0.1287994384765625,63693,6598,204,659800.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c3584,0.0,False,False,0.0,False,0.1287994384765625,59746,2667,355,266700.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c3584,0.05,False,False,0.0,False,0.1287994384765625,57641,1141,108,114100.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c3584,0.1,False,False,0.0,False,0.1287994384765625,56408,1045,72,104500.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c3840,-0.05,False,False,0.0,True,0.322540283203125,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c3840,0.0,False,False,0.0,True,0.322540283203125,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c3840,0.05,False,False,0.0,True,0.322540283203125,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c3840,0.1,False,False,0.0,True,0.322540283203125,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c4096,-0.05,False,False,0.0,True,0.557525634765625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c4096,0.0,False,False,0.0,True,0.557525634765625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c4096,0.05,False,False,0.0,True,0.557525634765625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c4096,0.1,False,False,0.0,True,0.557525634765625,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c4352,-0.05,False,False,0.0,True,0.2122802734375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c4352,0.0,False,False,0.0,True,0.2122802734375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c4352,0.05,False,False,0.0,True,0.2122802734375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c4352,0.1,False,False,0.0,True,0.2122802734375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c4608,-0.05,False,False,0.0,False,0.0269927978515625,65536,1769,251,176900.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c4608,0.0,False,False,0.0,False,0.0269927978515625,65536,1769,251,176900.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c4608,0.05,False,False,0.0,False,0.0269927978515625,65533,1766,251,176600.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c4608,0.1,False,False,0.0,False,0.0269927978515625,65484,1727,257,172700.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c4864,-0.05,False,False,0.0,False,0.0667572021484375,65536,4375,380,437500.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c4864,0.0,False,False,0.0,False,0.0667572021484375,65536,4375,380,437500.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c4864,0.05,False,False,0.0,False,0.0667572021484375,65527,4366,380,436600.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c4864,0.1,False,False,0.0,False,0.0667572021484375,65308,4166,396,416600.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c5120,-0.05,False,False,0.0,True,0.1675262451171875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c5120,0.0,False,False,0.0,True,0.1675262451171875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c5120,0.05,False,False,0.0,True,0.1675262451171875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r3840_c5120,0.1,False,False,0.0,True,0.1675262451171875,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r4096_c3840,-0.05,False,False,0.0,True,0.2306976318359375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r4096_c3840,0.0,False,False,0.0,True,0.2306976318359375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r4096_c3840,0.05,False,False,0.0,True,0.2306976318359375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r4096_c3840,0.1,False,False,0.0,True,0.2306976318359375,0,0,0,0.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r4096_c4096,-0.05,False,False,0.0,False,0.0962066650390625,64564,5334,388,533400.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r4096_c4096,0.0,False,False,0.0,False,0.0962066650390625,63783,4554,468,455400.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r4096_c4096,0.05,False,False,0.0,False,0.0962066650390625,62658,3868,398,386800.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r4096_c4096,0.1,False,False,0.0,False,0.0962066650390625,61126,3641,355,364100.0
KQ,sza_65_70,S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r4096_c4352,-0.05,False,False,0.0,False,0.110809326171875,65536,7262,552,726200.0
