chip_stem,region,sza_bin,otsu,fixed_ic,otsu_ic,a_skip,b_skip,outcome
S2A_MSIL1C_20160901T141952_N0500_R096_T25WDS_20230928T053331_r8960_c10240,KQ,sza_lt65,0.4188224673271179,1.0,0.462005615234375,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WDS_20230928T053331_r8960_c10496,KQ,sza_lt65,0.4960681200027466,0.9864959716796875,0.50604248046875,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WDS_20230928T053331_r9216_c10240,KQ,sza_lt65,0.19028416275978088,0.8742828369140625,0.900634765625,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WDS_20230928T053331_r9216_c10496,KQ,sza_lt65,0.5194388628005981,1.0,0.6929779052734375,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WDS_20230928T053331_r9472_c10496,KQ,sza_lt65,0.0014416015474125743,0.9281768798828125,0.9281768798828125,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r10240_c1536,KQ,sza_lt65,0.2965419888496399,0.080535888671875,0.0259246826171875,False,False,both_keep
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r10240_c1792,KQ,sza_lt65,0.3335917890071869,0.104278564453125,0.0515899658203125,False,False,both_keep
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r10240_c2048,KQ,sza_lt65,0.3399433493614197,0.2249755859375,0.040863037109375,False,True,b_only_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r10240_c2304,KQ,sza_lt65,0.2844359278678894,0.5568084716796875,0.10137939453125,False,True,b_only_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r10240_c2560,KQ,sza_lt65,0.4754316210746765,0.698455810546875,0.058563232421875,False,True,b_only_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r10240_c2816,KQ,sza_lt65,0.29232966899871826,0.7415313720703125,0.522308349609375,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r10240_c3072,KQ,sza_lt65,0.21284353733062744,0.389617919921875,0.4409942626953125,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r10496_c1792,KQ,sza_lt65,0.2731249928474426,0.0478515625,0.0228271484375,False,False,both_keep
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r10496_c2048,KQ,sza_lt65,0.3126542866230011,0.1194000244140625,0.0279693603515625,False,False,both_keep
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r10496_c2304,KQ,sza_lt65,0.2444380819797516,0.25616455078125,0.1033477783203125,False,True,b_only_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r10496_c2560,KQ,sza_lt65,0.4412034749984741,0.8675689697265625,0.070587158203125,False,True,b_only_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r10496_c2816,KQ,sza_lt65,0.26173242926597595,0.6119384765625,0.5354156494140625,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r10496_c3072,KQ,sza_lt65,0.21082714200019836,0.10308837890625,0.116119384765625,False,False,both_keep
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r8704_c1792,KQ,sza_lt65,0.29539570212364197,0.800811767578125,0.3726654052734375,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r8704_c2048,KQ,sza_lt65,0.2928081750869751,0.57757568359375,0.2263641357421875,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r8960_c0256,KQ,sza_lt65,0.41788262128829956,1.0,0.4652099609375,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r8960_c0512,KQ,sza_lt65,0.48816266655921936,0.9782562255859375,0.581024169921875,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r8960_c1536,KQ,sza_lt65,0.0010251952335238457,0.7566070556640625,0.7566070556640625,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r8960_c1792,KQ,sza_lt65,0.31921014189720154,0.9971466064453125,0.233978271484375,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r8960_c2048,KQ,sza_lt65,0.2948794960975647,0.89068603515625,0.3383941650390625,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9216_c0256,KQ,sza_lt65,0.21780116856098175,0.9122467041015625,0.9136199951171875,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9216_c0512,KQ,sza_lt65,0.5351419448852539,1.0,0.624481201171875,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9216_c0768,KQ,sza_lt65,0.5747595429420471,1.0,0.51715087890625,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9216_c1024,KQ,sza_lt65,0.5120800733566284,1.0,0.61834716796875,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9216_c1280,KQ,sza_lt65,0.5082775354385376,1.0,0.5699920654296875,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9216_c1536,KQ,sza_lt65,0.43986836075782776,1.0,0.4171905517578125,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9216_c1792,KQ,sza_lt65,0.3060142397880554,0.9730987548828125,0.3724822998046875,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9216_c2048,KQ,sza_lt65,0.27764764428138733,0.5512542724609375,0.1779632568359375,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9472_c0512,KQ,sza_lt65,0.0014416015474125743,0.9530792236328125,0.9530792236328125,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9472_c0768,KQ,sza_lt65,0.48823437094688416,1.0,0.84326171875,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9472_c1024,KQ,sza_lt65,0.5514802932739258,1.0,0.80706787109375,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9472_c1280,KQ,sza_lt65,0.5210724472999573,1.0,0.6622772216796875,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9472_c1536,KQ,sza_lt65,0.4017871022224426,0.998687744140625,0.7637481689453125,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9472_c1792,KQ,sza_lt65,0.353538453578949,0.9902191162109375,0.3201904296875,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9472_c2048,KQ,sza_lt65,0.3217812478542328,0.8822021484375,0.11590576171875,False,True,b_only_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9472_c2304,KQ,sza_lt65,0.00155507808085531,0.6295013427734375,0.7538299560546875,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9728_c0768,KQ,sza_lt65,0.001625976525247097,0.7770233154296875,0.779571533203125,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9728_c1024,KQ,sza_lt65,0.40834179520606995,0.9944915771484375,0.6259918212890625,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9728_c1280,KQ,sza_lt65,0.36177870631217957,1.0,0.655059814453125,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9728_c1536,KQ,sza_lt65,0.3134017586708069,0.6598663330078125,0.2339324951171875,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9728_c1792,KQ,sza_lt65,0.3384392261505127,0.88873291015625,0.35174560546875,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9728_c2048,KQ,sza_lt65,0.2586933374404907,0.5336151123046875,0.2274169921875,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9728_c2304,KQ,sza_lt65,0.001326367142610252,0.7002105712890625,0.919952392578125,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9984_c1280,KQ,sza_lt65,0.27516114711761475,0.8786773681640625,0.6553955078125,True,True,both_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9984_c1536,KQ,sza_lt65,0.25941580533981323,0.53826904296875,0.1156463623046875,False,True,b_only_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9984_c1792,KQ,sza_lt65,0.2798798680305481,0.4818878173828125,0.1445159912109375,False,True,b_only_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9984_c2048,KQ,sza_lt65,0.3833712637424469,0.682525634765625,0.0540313720703125,False,True,b_only_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9984_c2304,KQ,sza_lt65,0.29137736558914185,0.54315185546875,0.0694580078125,False,True,b_only_skip
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9984_c3072,KQ,sza_lt65,0.0020630857907235622,0.6432342529296875,0.833587646484375,True,True,both_skip
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0000_c10240,KQ,sza_lt65,0.3128204941749573,0.0108489990234375,0.0043792724609375,False,False,both_keep
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0000_c10496,KQ,sza_lt65,0.2891140580177307,0.001739501953125,0.0013885498046875,False,False,both_keep
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0000_c9984,KQ,sza_lt65,0.33880624175071716,0.01226806640625,0.0046234130859375,False,False,both_keep
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0256_c10240,KQ,sza_lt65,0.12392597645521164,4.57763671875e-05,0.178741455078125,True,False,a_only_skip
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0256_c10496,KQ,sza_lt65,0.22772088646888733,0.000396728515625,0.000396728515625,False,False,both_keep
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0256_c9984,KQ,sza_lt65,0.22026346623897552,0.1129150390625,0.1125030517578125,False,False,both_keep
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0512_c10240,KQ,sza_lt65,0.31953907012939453,0.0146484375,0.011871337890625,False,False,both_keep
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0512_c10496,KQ,sza_lt65,0.20357266068458557,0.0004119873046875,0.0004119873046875,False,False,both_keep
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0512_c9984,KQ,sza_lt65,0.40549570322036743,0.05267333984375,0.003936767578125,False,False,both_keep
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0768_c10240,KQ,sza_lt65,0.0009960937313735485,0.000213623046875,0.90234375,True,True,both_skip
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0768_c10496,KQ,sza_lt65,0.30431056022644043,0.0094146728515625,0.0084228515625,False,False,both_keep
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0768_c9984,KQ,sza_lt65,0.33369630575180054,0.009521484375,0.007171630859375,False,False,both_keep
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0000_c10240,KQ,sza_lt65,0.30222225189208984,0.021759033203125,0.016387939453125,False,False,both_keep
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0000_c10496,KQ,sza_lt65,0.1428908109664917,0.0014495849609375,0.2979888916015625,True,False,a_only_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0000_c9984,KQ,sza_lt65,0.1887296736240387,0.0680999755859375,0.17767333984375,True,False,a_only_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0256_c10240,KQ,sza_lt65,0.2438974529504776,0.00421142578125,0.003662109375,False,False,both_keep
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0256_c10496,KQ,sza_lt65,0.12586230039596558,0.0,0.3660430908203125,True,False,a_only_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0256_c9984,KQ,sza_lt65,0.3085220456123352,0.02490234375,0.0124969482421875,False,False,both_keep
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0512_c10240,KQ,sza_lt65,0.31553027033805847,0.0009307861328125,0.0007781982421875,False,False,both_keep
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0512_c10496,KQ,sza_lt65,0.3217589855194092,0.0115203857421875,0.0100555419921875,False,False,both_keep
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0512_c9984,KQ,sza_lt65,0.303952693939209,0.015960693359375,0.01165771484375,False,False,both_keep
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0768_c10240,KQ,sza_lt65,0.000613671843893826,0.0001220703125,0.90234375,True,True,both_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0768_c10496,KQ,sza_lt65,0.0013349609216675162,0.0009765625,0.90234375,True,True,both_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0768_c9984,KQ,sza_lt65,0.0014804686652496457,0.005950927734375,0.90234375,True,True,both_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r10240_c10240,KQ,sza_lt65,0.24386680126190186,0.00421142578125,0.003662109375,False,False,both_keep
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r10240_c10496,KQ,sza_lt65,0.1263982355594635,0.0,0.2679443359375,True,False,a_only_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r10240_c9984,KQ,sza_lt65,0.2959638833999634,0.019683837890625,0.0080413818359375,False,False,both_keep
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r10496_c10240,KQ,sza_lt65,0.3151894211769104,0.0009307861328125,0.0007781982421875,False,False,both_keep
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r10496_c10496,KQ,sza_lt65,0.3217589855194092,0.0115203857421875,0.0100555419921875,False,False,both_keep
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r10496_c9984,KQ,sza_lt65,0.30968788266181946,0.0219573974609375,0.0162353515625,False,False,both_keep
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r8448_c10496,KQ,sza_lt65,0.3264029026031494,0.8262176513671875,0.65032958984375,True,True,both_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r8704_c10240,KQ,sza_lt65,0.001876757713034749,0.786590576171875,0.78662109375,True,True,both_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r8704_c10496,KQ,sza_lt65,0.46174493432044983,0.788238525390625,0.24603271484375,True,True,both_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r8960_c10240,KQ,sza_lt65,0.2844458818435669,0.690093994140625,0.3389434814453125,True,True,both_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r8960_c10496,KQ,sza_lt65,0.2453179806470871,0.12249755859375,0.08880615234375,False,False,both_keep
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9216_c10240,KQ,sza_lt65,0.27655643224716187,0.7227630615234375,0.0637359619140625,False,True,b_only_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9216_c10496,KQ,sza_lt65,0.22409667074680328,0.0716705322265625,0.063507080078125,False,False,both_keep
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9216_c9984,KQ,sza_lt65,0.22575819492340088,0.2866058349609375,0.2439727783203125,True,True,both_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9472_c10240,KQ,sza_lt65,0.2995683252811432,0.1114044189453125,0.0348052978515625,False,False,both_keep
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9472_c10496,KQ,sza_lt65,0.24418672919273376,0.283355712890625,0.21002197265625,True,True,both_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9472_c9984,KQ,sza_lt65,0.1892625093460083,0.0662841796875,0.2589874267578125,True,False,a_only_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9728_c10240,KQ,sza_lt65,0.23942069709300995,0.22821044921875,0.1974945068359375,True,True,both_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9728_c10496,KQ,sza_lt65,0.2441515475511551,0.1164398193359375,0.076080322265625,False,False,both_keep
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9728_c9984,KQ,sza_lt65,0.1772894412279129,0.06829833984375,0.388916015625,True,False,a_only_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9984_c10240,KQ,sza_lt65,0.3000470697879791,0.02337646484375,0.0176849365234375,False,False,both_keep
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9984_c10496,KQ,sza_lt65,0.14457088708877563,0.0018463134765625,0.327178955078125,True,False,a_only_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9984_c9984,KQ,sza_lt65,0.188706636428833,0.0723876953125,0.1927337646484375,True,False,a_only_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WES_20230117T021638_r10240_c2560,KQ,sza_lt65,0.5340263843536377,0.330902099609375,0.121429443359375,False,True,b_only_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WES_20230117T021638_r10240_c2816,KQ,sza_lt65,0.6531925797462463,0.630096435546875,0.1227264404296875,False,True,b_only_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WES_20230117T021638_r10240_c3072,KQ,sza_lt65,0.22814510762691498,0.166778564453125,0.1545867919921875,True,True,both_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WES_20230117T021638_r10496_c2560,KQ,sza_lt65,0.5843778848648071,0.730621337890625,0.16656494140625,True,True,both_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WES_20230117T021638_r10496_c2816,KQ,sza_lt65,0.621695876121521,0.5726165771484375,0.0787811279296875,False,True,b_only_skip
S2A_MSIL1C_20210906T135031_N0500_R110_T25WES_20230117T021638_r10496_c3072,KQ,sza_lt65,0.2626953125,0.0923004150390625,0.047027587890625,False,False,both_keep
S2A_MSIL1C_20210906T135031_N0500_R110_T25WES_20230117T021638_r9984_c3072,KQ,sza_lt65,0.19033867120742798,0.353851318359375,0.39593505859375,True,True,both_skip
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0000_c10240,KQ,sza_lt65,0.28645214438438416,0.017791748046875,0.01092529296875,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0000_c10496,KQ,sza_lt65,0.12322030961513519,9.1552734375e-05,0.062255859375,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0000_c9984,KQ,sza_lt65,0.3027947247028351,0.074981689453125,0.044891357421875,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0256_c10240,KQ,sza_lt65,0.12694843113422394,7.62939453125e-05,0.0691680908203125,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0256_c10496,KQ,sza_lt65,0.125380277633667,0.0,0.029296875,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0256_c9984,KQ,sza_lt65,0.32777130603790283,0.019287109375,0.0153350830078125,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0512_c10240,KQ,sza_lt65,0.3002614974975586,0.0213470458984375,0.0170745849609375,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0512_c10496,KQ,sza_lt65,0.2314724326133728,0.00054931640625,0.00048828125,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0512_c9984,KQ,sza_lt65,0.30542129278182983,0.0262451171875,0.0192413330078125,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0768_c10240,KQ,sza_lt65,0.2964249849319458,0.0606536865234375,0.04119873046875,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0768_c10496,KQ,sza_lt65,0.2536005973815918,0.041534423828125,0.03173828125,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0768_c9984,KQ,sza_lt65,0.266561895608902,0.044158935546875,0.0313720703125,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r10240_c10240,KQ,sza_lt65,0.12776875495910645,0.0001220703125,0.0673828125,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r10240_c10496,KQ,sza_lt65,0.125380277633667,0.0,0.030120849609375,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r10240_c9984,KQ,sza_lt65,0.3277406096458435,0.019500732421875,0.0150299072265625,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r10496_c10240,KQ,sza_lt65,0.30254942178726196,0.018463134765625,0.0148468017578125,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r10496_c10496,KQ,sza_lt65,0.24002516269683838,0.0004730224609375,0.0004119873046875,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r10496_c9984,KQ,sza_lt65,0.30542129278182983,0.025665283203125,0.018951416015625,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r8448_c10496,KQ,sza_lt65,0.4463009536266327,0.792694091796875,0.66070556640625,True,True,both_skip
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r8704_c10240,KQ,sza_lt65,0.38357576727867126,0.7851715087890625,0.7488555908203125,True,True,both_skip
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r8704_c10496,KQ,sza_lt65,0.5821974873542786,0.7642364501953125,0.42449951171875,True,True,both_skip
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r8960_c10240,KQ,sza_lt65,0.38035446405410767,0.520904541015625,0.3249359130859375,True,True,both_skip
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r8960_c10496,KQ,sza_lt65,0.33661073446273804,0.19244384765625,0.1140594482421875,False,True,b_only_skip
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9216_c10240,KQ,sza_lt65,0.3246777057647705,0.21533203125,0.104949951171875,False,True,b_only_skip
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9216_c10496,KQ,sza_lt65,0.3236347436904907,0.121734619140625,0.0662689208984375,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9216_c9984,KQ,sza_lt65,0.28159570693969727,0.4347381591796875,0.2386932373046875,True,True,both_skip
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9472_c10240,KQ,sza_lt65,0.2900611162185669,0.148040771484375,0.08636474609375,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9472_c10496,KQ,sza_lt65,0.32492613792419434,0.2598876953125,0.14739990234375,False,True,b_only_skip
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9472_c9984,KQ,sza_lt65,0.30306267738342285,0.3744659423828125,0.1722259521484375,True,True,both_skip
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9728_c10240,KQ,sza_lt65,0.3911685347557068,0.311981201171875,0.134124755859375,False,True,b_only_skip
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9728_c10496,KQ,sza_lt65,0.35638633370399475,0.0983428955078125,0.0461273193359375,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9728_c9984,KQ,sza_lt65,0.3509331941604614,0.3267364501953125,0.19683837890625,True,True,both_skip
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9984_c10240,KQ,sza_lt65,0.298933207988739,0.02392578125,0.0145721435546875,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9984_c10496,KQ,sza_lt65,0.12377949059009552,9.1552734375e-05,0.0566558837890625,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9984_c9984,KQ,sza_lt65,0.3028179407119751,0.08355712890625,0.0498046875,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c0000,KQ,sza_lt65,0.2996664047241211,0.0714111328125,0.043701171875,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c0256,KQ,sza_lt65,0.28958866000175476,0.014984130859375,0.0089111328125,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c0512,KQ,sza_lt65,0.12376737594604492,9.1552734375e-05,0.049591064453125,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c0768,KQ,sza_lt65,0.1233787089586258,0.0,0.0039520263671875,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c1024,KQ,sza_lt65,0.11730800569057465,0.0,0.4439849853515625,True,False,a_only_skip
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c10240,KQ,sza_lt65,0.1175849586725235,0.0,0.4399566650390625,True,False,a_only_skip
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c10496,KQ,sza_lt65,0.11750078201293945,0.0,0.421051025390625,True,False,a_only_skip
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c1280,KQ,sza_lt65,0.11950409412384033,0.0,0.0140380859375,False,False,both_keep
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c1536,KQ,sza_lt65,0.3197527229785919,0.0180511474609375,0.0087738037109375,False,False,both_keep
