chip_stem,sza_bin,sigma,thresh_3sigma,thresh_otsu,n_recovered_prod,area_recovered_prod_m2,n_recovered_otsu,area_recovered_otsu_m2,n_recovered_3sigma,area_recovered_3sigma_m2,has_base_mask
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7168_c3072,sza_70_75,0.10064768046140671,0.3019430413842201,0.19871896505355835,40,975800.0,29,233800.0,15,95300.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7936_c4096,sza_70_75,0.06594690680503845,0.19784072041511536,0.284406840801239,12,224300.0,9,57900.0,9,80000.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7936_c6912,sza_70_75,0.0033489884808659554,0.010046965442597866,0.018491599708795547,1,1700.0,5,13800.0,13,39300.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r8448_c2048,sza_70_75,0.003669144120067358,0.011007432360202074,0.01494140736758709,1,1900.0,3,86300.0,8,129700.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r8704_c6400,sza_70_75,0.003968826029449701,0.011906478088349104,0.014309961348772049,0,0.0,14,35100.0,20,55000.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r8960_c5632,sza_70_75,0.004990012384951115,0.014970037154853344,0.02357226423919201,1,1600.0,2,4600.0,13,32300.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9728_c4352,sza_70_75,0.05548441410064697,0.16645324230194092,0.21555975079536438,1,137200.0,1,95900.0,1,108700.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9984_c0768,sza_70_75,0.012427939102053642,0.03728381730616093,0.20429295301437378,2,7900.0,1,2100.0,2,8600.0,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9984_c2048,sza_70_75,0.03711226209998131,0.11133678629994392,0.09895429760217667,8,276100.0,10,167900.0,8,146300.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r4608_c7168,sza_70_75,0.07966182380914688,0.23898547142744064,0.16334471106529236,122,1734100.0,2,4700.0,0,0.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r5632_c6656,sza_70_75,0.07921905070543289,0.23765715211629868,0.1705443263053894,86,2088300.0,1,8200.0,0,0.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c5376,sza_70_75,0.06519368290901184,0.19558104872703552,0.1431339681148529,120,2468000.0,1,1600.0,0,0.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c5632,sza_70_75,0.09425018727779388,0.28275056183338165,0.21045410633087158,105,2645600.0,0,0.0,0,0.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r6144_c6400,sza_70_75,0.08330311626195908,0.24990934878587723,0.17105098068714142,99,1472200.0,2,13200.0,0,0.0,True
S2B_MSIL1C_20221005T141949_N0510_R096_T24WWU_20240727T202953_r8960_c2560,sza_70_75,0.05833028256893158,0.17499084770679474,0.1293310523033142,11,510300.0,17,257700.0,16,174700.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238_r6144_c9984,sza_gt75,0.010559016838669777,0.03167705051600933,0.023299802094697952,3,7400.0,51,151600.0,18,45200.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238_r9472_c9984,sza_gt75,0.01675354689359665,0.05026064068078995,0.031767964363098145,25,57600.0,97,325400.0,25,56800.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r10496_c5120,sza_gt75,0.006924005690962076,0.02077201707288623,0.02847558632493019,1,2500.0,9,25700.0,17,53000.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r6400_c0000,sza_gt75,0.009044833481311798,0.027134500443935394,0.02615429274737835,2,5400.0,12,44900.0,11,41600.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r8448_c0768,sza_gt75,0.01436155941337347,0.04308467824012041,0.0643128901720047,4,18300.0,3,11100.0,6,23900.0,True
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r9472_c1792,sza_gt75,0.010243935510516167,0.0307318065315485,0.027910547330975533,6,17600.0,27,86900.0,21,68400.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r0768_c4096,sza_gt75,0.15903125703334808,0.47709377110004425,0.4168310761451721,45,144800.0,0,0.0,0,0.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r2560_c4352,sza_gt75,0.00538179324939847,0.01614537974819541,0.03839472681283951,0,0.0,1,2400.0,6,13900.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r2816_c4352,sza_gt75,0.008702189661562443,0.02610656898468733,0.15903808176517487,2,4500.0,0,0.0,3,8000.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r3584_c2304,sza_gt75,0.0032293754629790783,0.009688126388937235,0.07223847508430481,1,1800.0,0,0.0,1,3400.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r7936_c2048,sza_gt75,0.002690741326659918,0.008072223979979753,0.02222851663827896,0,0.0,2,6000.0,6,39800.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r4096_c4096,sza_gt75,0.0766388401389122,0.2299165204167366,0.2937198877334595,6,253300.0,9,73100.0,7,99900.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r4352_c5888,sza_gt75,0.17854470014572144,0.5356341004371643,0.4996113181114197,139,1254800.0,0,0.0,0,0.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5376_c6400,sza_gt75,0.128611758351326,0.38583527505397797,0.38985347747802734,57,192300.0,0,0.0,0,0.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5632_c4608,sza_gt75,0.1698523312807083,0.5095569938421249,0.3518912196159363,37,612200.0,20,139700.0,10,56000.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5888_c5632,sza_gt75,0.16474822163581848,0.49424466490745544,0.40006911754608154,47,132500.0,0,0.0,0,0.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r6912_c5376,sza_gt75,0.14356279373168945,0.43068838119506836,0.5252788662910461,105,414400.0,0,0.0,0,0.0,True
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r8704_c2560,sza_gt75,0.08727122843265533,0.261813685297966,0.20491327345371246,12,640500.0,19,222600.0,20,146200.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WVT_20230318T171809_r5120_c9984,sza_gt75,0.011330240406095982,0.033990721218287945,0.028683986514806747,0,0.0,1,1900.0,1,1700.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r3584_c0256,sza_gt75,0.12045206129550934,0.361356183886528,0.3967675566673279,29,138800.0,0,0.0,0,0.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWT_20230318T171809_r4096_c0256,sza_gt75,0.06277047842741013,0.18831143528223038,0.08826562762260437,59,613800.0,30,216400.0,1,2500.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c5120,sza_gt75,0.10781839489936829,0.32345518469810486,0.25363242626190186,103,746000.0,0,0.0,0,0.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c5632,sza_gt75,0.11497103422880173,0.3449131026864052,0.1802976429462433,109,1738800.0,19,45200.0,0,0.0,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r7168_c5120,sza_gt75,0.11723397672176361,0.35170193016529083,0.2195642590522766,97,1585400.0,5,12800.0,1,1600.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r4096_c4096,sza_gt75,0.09089823812246323,0.2726947143673897,0.217535138130188,2,418700.0,5,226500.0,3,175800.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r5888_c6144,sza_gt75,0.05511441454291344,0.1653432436287403,0.37529492378234863,18,169200.0,0,0.0,5,11700.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r6400_c5120,sza_gt75,0.09365659952163696,0.2809697985649109,0.19575682282447815,77,689900.0,2,3900.0,0,0.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r6656_c4864,sza_gt75,0.06824228912591934,0.20472686737775803,0.21030761301517487,17,72900.0,0,0.0,0,0.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r7168_c4864,sza_gt75,0.15779191255569458,0.47337573766708374,0.46064645051956177,21,484900.0,0,0.0,0,0.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r8704_c2816,sza_gt75,0.12443305552005768,0.37329916656017303,0.24852049350738525,2,674300.0,8,345400.0,9,210400.0,True
S2A_MSIL1C_20211101T141331_N0500_R053_T24WWU_20221228T011417_r9216_c4096,sza_gt75,0.25723883509635925,0.7717165052890778,0.43017223477363586,24,1338400.0,35,386200.0,21,104800.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r2560_c2560,sza_gt75,0.10631954669952393,0.3189586400985718,0.25982752442359924,24,411200.0,0,0.0,0,0.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r3072_c1536,sza_gt75,0.06634050607681274,0.19902151823043823,0.4317835569381714,5,35200.0,1,9000.0,1,13600.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5376_c0768,sza_gt75,0.0030955167021602392,0.009286550106480718,0.03740820288658142,0,0.0,0,0.0,3,6400.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5632_c0512,sza_gt75,0.01828000694513321,0.05484002083539963,0.2095341682434082,2,4900.0,0,0.0,2,4800.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWT_20240715T155321_r5632_c1536,sza_gt75,0.0025671161711215973,0.007701348513364792,0.004522460512816906,0,0.0,168,2318500.0,4,9800.0,True
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321_r6656_c5376,sza_gt75,0.046513885259628296,0.1395416557788849,0.09028710424900055,127,629400.0,18,45400.0,0,0.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r4096_c10240,sza_gt75,0.004921719431877136,0.014765158295631409,0.01936289109289646,0,0.0,9,39900.0,8,75600.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r4096_c9472,sza_gt75,0.016203805804252625,0.048611417412757874,0.04374023526906967,9,109100.0,11,137100.0,9,112700.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r6656_c7424,sza_gt75,0.006461748853325844,0.01938524655997753,0.0378478467464447,2,21600.0,2,32100.0,5,62400.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r6912_c8704,sza_gt75,0.003912914078682661,0.011738742236047983,0.008989257737994194,0,0.0,56,234300.0,34,87800.0,True
S2B_MSIL1C_20181102T141339_N0500_R053_T24WXT_20230617T110018_r5120_c0768,sza_gt75,0.004344380460679531,0.013033141382038593,0.01935410127043724,1,6700.0,5,50900.0,9,91300.0,True
S2B_MSIL1C_20191001T142009_N0500_R096_T24WWU_20230612T151249_r7936_c4864,sza_gt75,0.0586758516728878,0.1760275550186634,0.11599511653184891,188,953900.0,1,2400.0,0,0.0,True
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r3328_c4096,sza_gt75,0.18561503291130066,0.556845098733902,0.28061485290527344,11,1917000.0,55,659300.0,35,160600.0,True
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r5120_c4096,sza_gt75,0.0885591059923172,0.2656773179769516,0.3237558603286743,20,498600.0,11,69500.0,12,90900.0,True
S2B_MSIL1C_20191104T140249_N0500_R010_T25WER_20230525T120804_r8448_c2048,sza_gt75,0.0262919869273901,0.0788759607821703,0.07721542567014694,25,145500.0,13,53400.0,13,52000.0,True
S2B_MSIL1C_20201104T142359_N0500_R096_T24WWU_20230318T134630_r8704_c4096,sza_gt75,0.20902562141418457,0.6270768642425537,0.3443956971168518,31,1264800.0,13,445600.0,19,155200.0,True
S2B_MSIL1C_20201104T142359_N0500_R096_T24WWU_20230318T134630_r8960_c3072,sza_gt75,0.20329377055168152,0.6098813116550446,0.36558300256729126,13,4291800.0,2,589100.0,30,253700.0,True
S2B_MSIL1C_20211103T140249_N0500_R010_T25WEQ_20230101T103834_r0512_c4096,sza_gt75,0.01933431811630726,0.058002954348921776,0.27948594093322754,2,4300.0,0,0.0,2,3800.0,True
S2B_MSIL1C_20211103T140249_N0500_R010_T25WEQ_20230101T103834_r0768_c3328,sza_gt75,0.0610002763569355,0.1830008290708065,0.09777987003326416,37,1060600.0,28,548800.0,14,215900.0,True
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r3072_c4096,sza_gt75,0.2873416543006897,0.8620249629020691,0.44612985849380493,56,1662700.0,33,284300.0,11,44200.0,True
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r3328_c3584,sza_gt75,0.25325241684913635,0.7597572505474091,0.6214814186096191,32,149900.0,0,0.0,0,0.0,True
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r5120_c3584,sza_gt75,0.2218875288963318,0.6656625866889954,0.6169871091842651,23,124500.0,0,0.0,0,0.0,True
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r5632_c5120,sza_gt75,0.0101859075948596,0.0305577227845788,0.04091718792915344,7,34400.0,8,43700.0,10,64200.0,True
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r8448_c1024,sza_gt75,0.295280784368515,0.885842353105545,0.6048122644424438,92,1881900.0,0,0.0,0,0.0,True
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r9984_c1024,sza_gt75,0.06900384277105331,0.20701152831315994,0.7098312377929688,38,845500.0,0,0.0,4,13800.0,True
S2B_MSIL1C_20221101T141329_N0510_R053_T24WWT_20240712T091554_r5888_c4352,sza_gt75,0.0028175353072583675,0.008452605921775103,0.00479121133685112,0,0.0,122,1995500.0,29,193900.0,True
