chip_stem,region,sza_bin,otsu_thresh,n_unique_b08
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9728_c1792,KQ,sza_lt65,0.3384392261505127,4190
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9728_c2048,KQ,sza_lt65,0.2586933374404907,3021
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9728_c2304,KQ,sza_lt65,0.001326367142610252,2746
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9984_c1280,KQ,sza_lt65,0.27516114711761475,2832
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9984_c1536,KQ,sza_lt65,0.25941580533981323,2649
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9984_c1792,KQ,sza_lt65,0.2798798680305481,3475
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9984_c2048,KQ,sza_lt65,0.3833712637424469,4267
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9984_c2304,KQ,sza_lt65,0.29137736558914185,3138
S2A_MSIL1C_20160901T141952_N0500_R096_T25WES_20230928T053331_r9984_c3072,KQ,sza_lt65,0.0020630857907235622,3483
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0000_c10240,KQ,sza_lt65,0.3128204941749573,1604
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0000_c10496,KQ,sza_lt65,0.2891140580177307,539
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0000_c9984,KQ,sza_lt65,0.33880624175071716,1679
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0256_c10240,KQ,sza_lt65,0.12392597645521164,510
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0256_c10496,KQ,sza_lt65,0.22772088646888733,426
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0256_c9984,KQ,sza_lt65,0.22026346623897552,2968
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0512_c10240,KQ,sza_lt65,0.31953907012939453,1399
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0512_c10496,KQ,sza_lt65,0.20357266068458557,174
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0512_c9984,KQ,sza_lt65,0.40549570322036743,2218
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0768_c10240,KQ,sza_lt65,0.0009960937313735485,363
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0768_c10496,KQ,sza_lt65,0.30431056022644043,912
S2A_MSIL1C_20160902T135032_N0500_R110_T25WDQ_20230930T164002_r0768_c9984,KQ,sza_lt65,0.33369630575180054,1332
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0000_c10240,KQ,sza_lt65,0.30222225189208984,2043
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0000_c10496,KQ,sza_lt65,0.1428908109664917,724
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0000_c9984,KQ,sza_lt65,0.1887296736240387,1941
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0256_c10240,KQ,sza_lt65,0.2438974529504776,1008
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0256_c10496,KQ,sza_lt65,0.12586230039596558,172
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0256_c9984,KQ,sza_lt65,0.3085220456123352,2112
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0512_c10240,KQ,sza_lt65,0.31553027033805847,275
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0512_c10496,KQ,sza_lt65,0.3217589855194092,1113
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0512_c9984,KQ,sza_lt65,0.303952693939209,1797
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0768_c10240,KQ,sza_lt65,0.000613671843893826,222
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0768_c10496,KQ,sza_lt65,0.0013349609216675162,337
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDQ_20230117T021638_r0768_c9984,KQ,sza_lt65,0.0014804686652496457,991
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r10240_c10240,KQ,sza_lt65,0.24386680126190186,1018
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r10240_c10496,KQ,sza_lt65,0.1263982355594635,191
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r10240_c9984,KQ,sza_lt65,0.2959638833999634,1823
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r10496_c10240,KQ,sza_lt65,0.3151894211769104,335
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r10496_c10496,KQ,sza_lt65,0.3217589855194092,1100
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r10496_c9984,KQ,sza_lt65,0.30968788266181946,2117
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r8448_c10496,KQ,sza_lt65,0.3264029026031494,6358
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r8704_c10240,KQ,sza_lt65,0.001876757713034749,5069
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r8704_c10496,KQ,sza_lt65,0.46174493432044983,7121
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r8960_c10240,KQ,sza_lt65,0.2844458818435669,2866
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r8960_c10496,KQ,sza_lt65,0.2453179806470871,2472
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9216_c10240,KQ,sza_lt65,0.27655643224716187,2187
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9216_c10496,KQ,sza_lt65,0.22409667074680328,1906
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9216_c9984,KQ,sza_lt65,0.22575819492340088,2442
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9472_c10240,KQ,sza_lt65,0.2995683252811432,3227
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9472_c10496,KQ,sza_lt65,0.24418672919273376,2758
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9472_c9984,KQ,sza_lt65,0.1892625093460083,2045
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9728_c10240,KQ,sza_lt65,0.23942069709300995,3830
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9728_c10496,KQ,sza_lt65,0.2441515475511551,2553
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9728_c9984,KQ,sza_lt65,0.1772894412279129,1528
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9984_c10240,KQ,sza_lt65,0.3000470697879791,2157
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9984_c10496,KQ,sza_lt65,0.14457088708877563,768
S2A_MSIL1C_20210906T135031_N0500_R110_T25WDR_20230117T021638_r9984_c9984,KQ,sza_lt65,0.188706636428833,1947
S2A_MSIL1C_20210906T135031_N0500_R110_T25WES_20230117T021638_r10240_c2560,KQ,sza_lt65,0.5340263843536377,8975
S2A_MSIL1C_20210906T135031_N0500_R110_T25WES_20230117T021638_r10240_c2816,KQ,sza_lt65,0.6531925797462463,9995
S2A_MSIL1C_20210906T135031_N0500_R110_T25WES_20230117T021638_r10240_c3072,KQ,sza_lt65,0.22814510762691498,3480
S2A_MSIL1C_20210906T135031_N0500_R110_T25WES_20230117T021638_r10496_c2560,KQ,sza_lt65,0.5843778848648071,9968
S2A_MSIL1C_20210906T135031_N0500_R110_T25WES_20230117T021638_r10496_c2816,KQ,sza_lt65,0.621695876121521,7891
S2A_MSIL1C_20210906T135031_N0500_R110_T25WES_20230117T021638_r10496_c3072,KQ,sza_lt65,0.2626953125,3100
S2A_MSIL1C_20210906T135031_N0500_R110_T25WES_20230117T021638_r9984_c3072,KQ,sza_lt65,0.19033867120742798,3723
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0000_c10240,KQ,sza_lt65,0.28645214438438416,1961
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0000_c10496,KQ,sza_lt65,0.12322030961513519,349
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0000_c9984,KQ,sza_lt65,0.3027947247028351,3799
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0256_c10240,KQ,sza_lt65,0.12694843113422394,505
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0256_c10496,KQ,sza_lt65,0.125380277633667,406
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0256_c9984,KQ,sza_lt65,0.32777130603790283,1955
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0512_c10240,KQ,sza_lt65,0.3002614974975586,2063
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0512_c10496,KQ,sza_lt65,0.2314724326133728,348
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0512_c9984,KQ,sza_lt65,0.30542129278182983,2423
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0768_c10240,KQ,sza_lt65,0.2964249849319458,3571
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0768_c10496,KQ,sza_lt65,0.2536005973815918,2849
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDQ_20230823T215140_r0768_c9984,KQ,sza_lt65,0.266561895608902,2965
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r10240_c10240,KQ,sza_lt65,0.12776875495910645,539
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r10240_c10496,KQ,sza_lt65,0.125380277633667,404
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r10240_c9984,KQ,sza_lt65,0.3277406096458435,1960
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r10496_c10240,KQ,sza_lt65,0.30254942178726196,1881
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r10496_c10496,KQ,sza_lt65,0.24002516269683838,285
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r10496_c9984,KQ,sza_lt65,0.30542129278182983,2395
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r8448_c10496,KQ,sza_lt65,0.4463009536266327,9891
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r8704_c10240,KQ,sza_lt65,0.38357576727867126,8962
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r8704_c10496,KQ,sza_lt65,0.5821974873542786,10985
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r8960_c10240,KQ,sza_lt65,0.38035446405410767,7298
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r8960_c10496,KQ,sza_lt65,0.33661073446273804,5772
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9216_c10240,KQ,sza_lt65,0.3246777057647705,5133
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9216_c10496,KQ,sza_lt65,0.3236347436904907,4574
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9216_c9984,KQ,sza_lt65,0.28159570693969727,4452
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9472_c10240,KQ,sza_lt65,0.2900611162185669,4479
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9472_c10496,KQ,sza_lt65,0.32492613792419434,6001
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9472_c9984,KQ,sza_lt65,0.30306267738342285,4861
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9728_c10240,KQ,sza_lt65,0.3911685347557068,7076
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9728_c10496,KQ,sza_lt65,0.35638633370399475,4476
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9728_c9984,KQ,sza_lt65,0.3509331941604614,5803
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9984_c10240,KQ,sza_lt65,0.298933207988739,2243
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9984_c10496,KQ,sza_lt65,0.12377949059009552,357
S2B_MSIL1C_20170902T135019_N0500_R110_T25WDR_20230823T215140_r9984_c9984,KQ,sza_lt65,0.3028179407119751,3964
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c0000,KQ,sza_lt65,0.2996664047241211,3721
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c0256,KQ,sza_lt65,0.28958866000175476,1825
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c0512,KQ,sza_lt65,0.12376737594604492,352
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c0768,KQ,sza_lt65,0.1233787089586258,207
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c1024,KQ,sza_lt65,0.11730800569057465,91
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c10240,KQ,sza_lt65,0.1175849586725235,181
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c10496,KQ,sza_lt65,0.11750078201293945,156
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c1280,KQ,sza_lt65,0.11950409412384033,162
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c1536,KQ,sza_lt65,0.3197527229785919,1573
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c1792,KQ,sza_lt65,0.33190250396728516,1246
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c2048,KQ,sza_lt65,0.28901445865631104,2735
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c2304,KQ,sza_lt65,0.1796410083770752,376
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c2560,KQ,sza_lt65,0.2115943282842636,588
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c2816,KQ,sza_lt65,0.22094959020614624,1848
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c3072,KQ,sza_lt65,0.2679324150085449,2638
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c3328,KQ,sza_lt65,0.2815810441970825,2473
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c3584,KQ,sza_lt65,0.26454198360443115,2276
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c3840,KQ,sza_lt65,0.2635146379470825,2893
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c4096,KQ,sza_lt65,0.27807265520095825,2503
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c4352,KQ,sza_lt65,0.3292540907859802,842
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c4608,KQ,sza_lt65,0.3194499909877777,1170
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c4864,KQ,sza_lt65,0.1507779210805893,419
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c5120,KQ,sza_lt65,0.12553885579109192,334
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c5376,KQ,sza_lt65,0.11628632247447968,83
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c5632,KQ,sza_lt65,0.1166074201464653,111
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c5888,KQ,sza_lt65,0.3584943413734436,1276
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c6144,KQ,sza_lt65,0.11750155687332153,110
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c6400,KQ,sza_lt65,0.11832109093666077,130
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c6656,KQ,sza_lt65,0.11879648268222809,131
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c6912,KQ,sza_lt65,0.11933983862400055,169
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c7168,KQ,sza_lt65,0.11944569647312164,175
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c7424,KQ,sza_lt65,0.120200976729393,207
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c7680,KQ,sza_lt65,0.12085077911615372,299
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c7936,KQ,sza_lt65,0.12091191112995148,212
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c8192,KQ,sza_lt65,0.11870156228542328,133
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c8448,KQ,sza_lt65,0.11818515509366989,132
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c8704,KQ,sza_lt65,0.11834374815225601,192
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c8960,KQ,sza_lt65,0.11840526759624481,188
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c9216,KQ,sza_lt65,0.11748319864273071,138
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c9472,KQ,sza_lt65,0.11741600930690765,141
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c9728,KQ,sza_lt65,0.11709960550069809,179
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0000_c9984,KQ,sza_lt65,0.11821913719177246,207
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0256_c0000,KQ,sza_lt65,0.32210057973861694,1603
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0256_c0256,KQ,sza_lt65,0.1265283226966858,503
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0256_c0512,KQ,sza_lt65,0.12564003467559814,387
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0256_c0768,KQ,sza_lt65,0.1173085868358612,81
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0256_c1024,KQ,sza_lt65,0.11744354665279388,132
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0256_c10240,KQ,sza_lt65,0.11825350672006607,219
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0256_c10496,KQ,sza_lt65,0.11739960312843323,172
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0256_c1280,KQ,sza_lt65,0.1167154312133789,81
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0256_c1536,KQ,sza_lt65,0.11660586297512054,61
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0256_c1792,KQ,sza_lt65,0.11656484007835388,70
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0256_c2048,KQ,sza_lt65,0.24374082684516907,162
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0256_c2304,KQ,sza_lt65,0.14034980535507202,170
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0256_c2560,KQ,sza_lt65,0.12351132184267044,443
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0256_c2816,KQ,sza_lt65,0.20492656528949738,2281
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0256_c3072,KQ,sza_lt65,0.21544981002807617,2346
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0256_c3328,KQ,sza_lt65,0.22582480311393738,2966
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0256_c3584,KQ,sza_lt65,0.23231717944145203,2052
