epoch,train_loss,val_loss,train_iou,val_iou,lr
1,1.531373,1.444278,0.313536,0.445216,1.00e-04
2,1.229652,1.227149,0.408535,0.492723,9.99e-05
3,1.136592,1.086450,0.427152,0.482310,9.98e-05
4,1.095225,1.061609,0.430283,0.463778,9.96e-05
5,1.043810,1.025535,0.451003,0.446550,9.94e-05
6,1.000201,1.011937,0.482071,0.455550,9.91e-05
7,0.964648,0.983051,0.480438,0.525835,9.88e-05
8,0.970791,0.955105,0.490722,0.497234,9.84e-05
9,0.913076,0.960135,0.508427,0.475595,9.80e-05
10,0.901184,0.934147,0.513946,0.540410,9.76e-05
11,0.855716,0.907555,0.546313,0.535209,9.71e-05
12,0.838680,0.899545,0.547866,0.516144,9.65e-05
13,0.831745,0.879459,0.540132,0.566082,9.59e-05
14,0.810605,0.895438,0.561408,0.506538,9.53e-05
15,0.774451,0.909071,0.564062,0.586206,9.46e-05
16,0.744373,0.846608,0.588093,0.571112,9.39e-05
17,0.742663,0.889786,0.588240,0.572767,9.31e-05
18,0.730709,0.839196,0.591892,0.565791,9.23e-05
19,0.721308,0.824171,0.599902,0.548258,9.14e-05
20,0.712092,0.880819,0.610007,0.595365,9.05e-05
21,0.687074,0.826072,0.610066,0.575402,8.96e-05
22,0.689893,0.816147,0.619608,0.592143,8.86e-05
23,0.663054,0.826394,0.623168,0.586005,8.76e-05
24,0.639166,0.807835,0.637077,0.587638,8.66e-05
25,0.622769,0.849719,0.643574,0.609697,8.55e-05
26,0.605864,0.815129,0.661768,0.588360,8.44e-05
27,0.599922,0.805087,0.660986,0.564571,8.32e-05
28,0.655408,0.827894,0.633671,0.587716,8.21e-05
29,0.586261,0.806014,0.669188,0.592626,8.08e-05
30,0.566946,0.827638,0.677192,0.603909,7.96e-05
31,0.567098,0.832708,0.676408,0.598564,7.83e-05
32,0.558968,0.892476,0.671953,0.600846,7.70e-05
33,0.527510,0.799683,0.699312,0.603392,7.57e-05
34,0.526176,0.808705,0.696198,0.608530,7.43e-05
35,0.522050,0.823831,0.697504,0.604915,7.30e-05
36,0.505126,0.897407,0.706676,0.602723,7.16e-05
37,0.483643,0.871038,0.713034,0.609928,7.02e-05
38,0.484056,0.877518,0.716593,0.608102,6.87e-05
39,0.480953,0.820647,0.719217,0.597624,6.73e-05
40,0.459229,0.839999,0.729595,0.604421,6.58e-05
41,0.469315,0.819673,0.725705,0.588275,6.43e-05
42,0.439151,0.860396,0.738572,0.597627,6.28e-05
43,0.450096,0.911545,0.730137,0.611329,6.13e-05
44,0.436208,0.839218,0.744485,0.588739,5.98e-05
45,0.441761,1.015921,0.734469,0.604178,5.82e-05
46,0.431057,1.043621,0.749969,0.599699,5.67e-05
47,0.426162,0.909677,0.746434,0.600928,5.52e-05
48,0.416438,0.940050,0.751107,0.605761,5.36e-05
49,0.417482,0.899846,0.745499,0.610556,5.21e-05
50,0.411104,0.899138,0.748675,0.609512,5.05e-05
51,0.443498,0.917058,0.737798,0.587864,4.89e-05
52,0.413952,0.865373,0.752693,0.606059,4.74e-05
53,0.404434,0.848667,0.756466,0.603274,4.58e-05
54,0.391408,0.950020,0.760974,0.609326,4.43e-05
55,0.385724,0.942498,0.768296,0.608703,4.28e-05
56,0.382961,0.917664,0.772178,0.603559,4.12e-05
57,0.385236,0.958585,0.767092,0.607760,3.97e-05
58,0.405897,0.925354,0.758767,0.614216,3.82e-05
59,0.383513,0.985692,0.759318,0.615803,3.67e-05
60,0.360905,0.894096,0.780501,0.613415,3.52e-05
61,0.383417,0.928500,0.770641,0.609807,3.37e-05
62,0.362181,1.024124,0.771974,0.607225,3.23e-05
63,0.358257,0.913606,0.781188,0.599141,3.08e-05
64,0.355048,1.012995,0.788978,0.610821,2.94e-05
65,0.361021,0.969152,0.775467,0.616187,2.80e-05
66,0.356576,0.963682,0.779942,0.609041,2.67e-05
67,0.350037,0.957132,0.788723,0.614150,2.53e-05
68,0.331052,0.954908,0.794243,0.612017,2.40e-05
69,0.326557,0.974201,0.800143,0.606596,2.27e-05
70,0.362303,0.955328,0.783231,0.605536,2.14e-05
71,0.337050,1.031530,0.792585,0.608552,2.02e-05
72,0.344019,0.936284,0.790535,0.607803,1.89e-05
73,0.325099,0.978371,0.803239,0.609586,1.78e-05
74,0.323538,1.002063,0.796191,0.610351,1.66e-05
75,0.335090,0.968802,0.798192,0.608794,1.55e-05
76,0.327296,1.019069,0.799416,0.608875,1.44e-05
77,0.342116,1.001981,0.789490,0.610541,1.34e-05
78,0.333087,1.008101,0.793823,0.606986,1.24e-05
79,0.323295,0.973138,0.804082,0.610459,1.14e-05
80,0.317923,0.999655,0.805146,0.608303,1.05e-05
81,0.318567,0.976698,0.802407,0.608452,9.56e-06
82,0.312342,0.997557,0.811094,0.607691,8.71e-06
83,0.316187,1.004838,0.808892,0.608250,7.89e-06
84,0.313557,1.022188,0.803475,0.608369,7.12e-06
85,0.316353,0.987915,0.808307,0.607946,6.40e-06
86,0.322755,1.000926,0.806503,0.608262,5.71e-06
87,0.327573,1.026769,0.802960,0.609454,5.07e-06
88,0.322894,0.980930,0.795935,0.606382,4.48e-06
89,0.313291,1.000982,0.808524,0.608341,3.93e-06
90,0.314856,1.017765,0.806188,0.607734,3.42e-06
91,0.325813,1.019041,0.806271,0.610142,2.97e-06
92,0.318350,1.016966,0.801435,0.608371,2.56e-06
93,0.320513,1.027823,0.809888,0.609981,2.19e-06
94,0.313933,1.018533,0.806226,0.609629,1.88e-06
95,0.306661,1.028816,0.810947,0.610131,1.61e-06
96,0.302162,1.019108,0.814354,0.609411,1.39e-06
97,0.315868,1.022881,0.809267,0.609399,1.22e-06
98,0.311970,1.010202,0.811463,0.609030,1.10e-06
99,0.339373,0.991404,0.790525,0.608616,1.02e-06
100,0.312552,1.003641,0.808566,0.609246,1.00e-06

test_loss,0.990805
